hg19_id	chr_tss_hg19	start_tss_hg19	biotype_hg19	cage_id_hg19	name_peak_hg19	minimal_biotype_hg19	stem_exp_hg19	mm9_id	chr_tss_mm9	start_tss_mm9	biotype_mm9	cage_id_mm9	name_peak_mm9	minimal_biotype_mm9	stem_exp_mm9	tss_tile_num	orig_species	biotype_switch_minimal	HUES64_hg19	mESC_hg19	HUES64_mm9	mESC_mm9	HUES64_padj_hg19	mESC_padj_hg19	HUES64_padj_mm9	mESC_padj_mm9	logFC_native	fdr_native	native_status	native_status_det	logFC_cis_HUES64	fdr_cis_HUES64	logFC_cis_mESC	fdr_cis_mESC	cis_HUES64_status	cis_mESC_status	cis_HUES64_status_det	cis_mESC_status_det	cis_status_one	cis_status_det_one	logFC_cis_one	logFC_trans_human	fdr_trans_human	logFC_trans_mouse	fdr_trans_mouse	trans_human_status	trans_mouse_status	trans_human_status_det	trans_mouse_status_det	trans_status_one	trans_status_det_one	logFC_trans_one	logFC_int	fdr_int	cis_trans_int_status	cis_trans_int_status_det
h.2585	chr12	6323320.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2397	chr6	125431948.0	antisense	chr6:125431943..125431967,+	ENSMUSG00000101191.6	lncRNA	0.035	tile2	mouse	CAGE turnover - lncRNA	1.0877026605382298	1.0007251977416	1.14192425932716	1.41046286215832	0.616488255324777	0.7629774856886999	0.558958285358505	0.47332346913217405	0.594808604854534	0.0357713603402456	no native effect	no native effect	0.24333670959689002	0.400141620418783	0.6671410126417471	0.0212849921540283	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.6671410126417471	0.0433281902546736	0.8891773313266271	0.33931655280992107	0.21232401419440103	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.33931655280992107	0.282566638766716	0.9039089987842	no cis/trans int. effect	no cis/trans int. effect
h.2589	chr11	71936171.0	no cage activity	no cage activity	no cage activity	other	no cage activity	m.2401	chr7	108985122.0	antisense	chr7:108985102..108985154,+	ENSMUSG00000073985.2	other	0.06375	tile2	mouse	other	1.30195275674717	0.854505766228465	1.20953610198321	1.29642394910864	0.362251058887702	0.799049093637117	0.47910370218015097	0.600901357737333	-0.5684368809744661	0.0628899296283884	no native effect	no native effect	-0.9284847280306329	0.000784586041855561	-0.36018430252853795	0.29705727056954195	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.9284847280306329	-0.24039336047720303	0.27064119473841397	0.279820041957977	0.38535011361349003	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.279820041957977	0.581006478349355	0.48200970156864503	no cis/trans int. effect	no cis/trans int. effect
h.2592	chr6	33281023.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2404	chr17	34057423.0	antisense	chr17:34057415..34057445,-	ENSMUSG00000101438.1	lncRNA	0.11375	tile2	mouse	lncRNA	1.31260640075473	1.21836008637555	0.795179639991123	1.03903821038439	0.34952783089519107	0.665339513424317	0.802174019583817	0.754779513977771	0.138013670666163	0.500599346100857	no native effect	no native effect	-0.31315651069650396	0.142680594307025	0.0863935255953074	0.7223119972801479	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.31315651069650396	0.060569777609937	0.822889052875937	0.40111960082953496	0.0587323101145424	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.40111960082953496	0.29212026964432003	0.832070815230348	no cis/trans int. effect	no cis/trans int. effect
h.2594	chr6	148666234.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2406	chr10	8603893.0	antisense	chr10:8603860..8603896,+	ENSMUSG00000097597.2	other	0.03	tile2	mouse	CAGE turnover - other	0.875270077665655	1.3260171286748998	1.7863044793088	1.12566729150269	0.7740342353533791	0.5695243043604089	0.0271538522238358	0.719955742346992	1.14997811259029	3.539273126934e-05	no native effect	no native effect	1.31738336282293	5.41847148606129e-07	0.5370063751858859	0.0667147588382694	significant cis effect	no cis effect	"cis effect
(higher in mouse)"	no cis effect	significant cis effect	"cis effect
(higher in mouse)"	1.31738336282293	0.627031806632038	0.0167399924666027	-0.27212656591998996	0.23946657767132098	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.627031806632038	-0.7853655562487729	0.170879427383037	no cis/trans int. effect	no cis/trans int. effect
h.2596	chr11	2161578.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2408	chr7	149846395.0	antisense	chr7:149846385..149846402,+	ENSMUSG00000086266.1	other	0.075	tile2	mouse	CAGE turnover - other	3.8815155511785	5.41641499915666	1.36966839613785	1.2563545686093798	1.02990565339023e-16	8.47763075210162e-29	0.283765397156493	0.6394014164957049	0.6906730887976779	0.0382207107156989	no native effect	no native effect	0.6217414446586701	0.0637440419340285	0.18791526766501698	0.577809247582778	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.6217414446586701	0.438950756799707	0.15657567004535197	0.0484708260519035	0.8507028900372701	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.438950756799707	-0.2939594615781311	0.8969121998546271	no cis/trans int. effect	no cis/trans int. effect
h.2598	chr17	60555817.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2410	chr11	105042528.0	antisense	chr11:105042515..105042556,-	ENSMUSG00000099681.1	lncRNA	0.30375	tile2	mouse	lncRNA	0.8854486576019351	1.5917416138040301	1.1917206718764	0.8817559682188649	0.7696186162728609	0.26925585445878897	0.5002056998061339	0.7919644786357429	0.864200923447063	0.0962484301873258	no native effect	no native effect	0.761870508651841	0.180369228794005	0.311673819215155	0.553488708833895	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.761870508651841	0.6773312840239001	0.16751717188482998	-0.15793930512185098	0.7463325033794179	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.6773312840239001	-0.6311557870815411	0.821113733175436	no cis/trans int. effect	no cis/trans int. effect
h.2602	chr1	38396816.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2414	chr4	124429432.0	antisense	chr4:124429407..124429437,-	ENSMUSG00000086589.1	lncRNA	0.03	tile2	mouse	CAGE turnover - lncRNA	1.02538911887504	0.849577958182124	0.8839692128971159	1.04690645672224	0.678379831541641	0.8008870937523441	0.7699846192612371	0.7536709011408341	0.602007406198998	0.0047021581379171	no native effect	no native effect	0.19940846893365	0.35787554335050503	0.616132357914119	0.0170570520694368	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.616132357914119	0.0365200172514903	0.8899173840186051	0.345851063221125	0.120736070910458	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.345851063221125	0.19726972031806397	0.932296767488129	no cis/trans int. effect	no cis/trans int. effect
h.2618	chr16	85647129.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2430	chr8	123061569.0	antisense	chr8:123061564..123061592,-	ENSMUSG00000102737.1	other	0.03	tile2	mouse	CAGE turnover - other	1.10558043917733	1.0504126472435602	1.5127839222584998	0.7783841833453001	0.599640791210638	0.7526988411274681	0.149516318174793	0.8295550336170842	-0.538250103646802	0.10530866427656801	no native effect	no native effect	-0.12103806664458301	0.719955860792486	-0.774394155913783	0.0350111690487988	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.774394155913783	0.14413359150313002	0.653706908132327	-0.5220491531656389	0.0618883055663597	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.5220491531656389	-0.60755992096587	0.54848794216268	no cis/trans int. effect	no cis/trans int. effect
h.2619	chr12	96131008.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2431	chr10	93146085.0	antisense	chr10:93146080..93146094,-	ENSMUSG00000085723.2	lncRNA	0.0525	tile2	mouse	CAGE turnover - lncRNA	0.9957933267688578	1.10069497166427	1.31773271232405	2.64359139143918	0.703832229168897	0.73097211158268	0.343481597110323	0.00011954246034603	-1.9125482671908798	1.37781255350068e-07	significant native effect	"native effect
(higher in human)"	-2.57497012880422	1.75268981770338e-10	-2.24497221625256	1.5113188676653e-08	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-2.57497012880422	0.279578055502198	0.212202763454675	0.762169022996271	0.186607589777905	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.762169022996271	0.26520450440920895	0.9480178041340709	no cis/trans int. effect	no cis/trans int. effect
h.2622	chr11	64374436.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2434	chr19	6532383.0	antisense	chr19:6532372..6532391,-	ENSMUSG00000052188.6	other	0.03	tile2	mouse	CAGE turnover - other	1.3317012141245401	1.16996291584219	1.25833731193533	1.40218240059598	0.326151727433508	0.6987009130907079	0.416983508467241	0.48332808805532596	0.353703775850759	0.29915447830392106	no native effect	no native effect	0.0746555044114522	0.821225066968168	0.28502232944163797	0.481727686929102	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.28502232944163797	0.0710779855214427	0.8279778767184991	0.28074146851396803	0.31964841673832894	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.28074146851396803	0.276452980650364	0.931772468726365	no cis/trans int. effect	no cis/trans int. effect
h.2633	chr7	143079760.0	no cage activity	no cage activity	no cage activity	other	no cage activity	m.2445	chr6	42301343.0	antisense	chr6:42301331..42301361,-	ENSMUSG00000108033.1	other	0.0625	tile2	mouse	other	0.987082333996232	1.16228989963037	0.9643185881883609	1.02853503058597	0.709376240577745	0.702574292382489	0.7241081695400171	0.7566914559734179	0.6436963480010071	0.0349295122782993	no native effect	no native effect	0.427270990099369	0.16408327430281197	0.12989352326609901	0.7035466718347549	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.427270990099369	0.40971449607704996	0.17002141644650598	0.221035082772843	0.47661447530662	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.40971449607704996	-0.219624457213791	0.962207435518953	no cis/trans int. effect	no cis/trans int. effect
h.2637	chr11	122942992.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2449	chr9	40591737.0	antisense	chr9:40591733..40591744,-	ENSMUSG00000087135.7	lncRNA	1.6075	tile2	mouse	lncRNA	0.642331190669512	0.808305166446882	1.40280305006773	1.67012589114344	0.8627822381271041	0.817988034760285	0.24865037250511499	0.19586535108283396	0.923874659038974	8.532733061857851e-06	no native effect	no native effect	0.629452207617822	0.005895315872611021	0.448403750797465	0.0363969975134606	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.629452207617822	0.426408115142784	0.0449279243128482	0.259675126944749	0.24873591020386202	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.426408115142784	-0.263964009674587	0.8691975076203841	no cis/trans int. effect	no cis/trans int. effect
h.2642	chr19	18391014.0	no cage activity	no cage activity	no cage activity	other	no cage activity	m.2454	chr8	73224121.0	antisense	chr8:73224095..73224132,-	ENSMUSG00000080058.2	other	0.2075	tile2	mouse	other	0.7543395861664879	1.27200600226685	1.1436974205667199	1.1498088217655902	0.81741044543039	0.6249489813800191	0.5571773405857621	0.7088017882386991	0.48215151236474396	0.16452191628793697	no native effect	no native effect	0.409201002450877	0.228989146110048	-0.514361692862767	0.10742076079941901	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.514361692862767	0.77774191879586	0.00622577349857996	0.0880940167071817	0.794199260450308	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.77774191879586	-0.650330379716052	0.45566856207908	no cis/trans int. effect	no cis/trans int. effect
h.2649	chr19	49224183.0	no cage activity	no cage activity	no cage activity	other	no cage activity	m.2461	chr7	52894124.0	antisense	chr7:52894108..52894158,-	ENSMUSG00000110357.1	other	0.70125	tile2	mouse	other	11.1129032628952	11.272086052109499	5.57433845385444	7.1272694893547905	3.340984902429749e-188	1.9540013827883293e-153	6.90129609698094e-40	7.015829059219329e-55	-0.18996986682730702	0.290547829136083	no native effect	no native effect	-0.607642615625953	0.000314761535671988	-0.388520399825675	0.0393580935303268	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.607642615625953	0.19595478604929298	0.21026973392924103	0.392743602666076	0.0011833415016648	no trans effect	significant trans effect	no trans effect	"trans effect
(higher in mouse)"	significant trans effect	"trans effect
(higher in mouse)"	0.392743602666076	0.208607495337128	0.8585507304333359	no cis/trans int. effect	no cis/trans int. effect
h.2664	chr7	77326676.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2476	chr5	20456857.0	antisense	chr5:20456852..20456863,+	ENSMUSG00000101013.1	lncRNA	0.0675	tile2	mouse	lncRNA	1.23740416659314	1.11862109505314	0.988356267713895	1.1831260207716001	0.444025423284976	0.7229363139845679	0.708811023296474	0.691026748946345	0.147384823827151	0.48632230770862295	no native effect	no native effect	-0.27130535328279	0.117812388085751	0.0684074139337441	0.779467301342513	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.27130535328279	0.078043611369285	0.612548151549917	0.361646050837832	0.0510625357845946	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.361646050837832	0.34396434436351897	0.6486005930497889	no cis/trans int. effect	no cis/trans int. effect
h.2666	chr1	3020729.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2478	chr4	153975409.0	antisense	chr4:153975408..153975411,+	ENSMUSG00000084987.1	lncRNA	0.42375	tile2	mouse	lncRNA	1.30682602775068	1.02101607184613	2.83669117969914	3.45459565397597	0.356411520101557	0.758962255515223	1.44549250985645e-07	2.06524051820249e-09	-0.6646947524885369	0.0033538688848293603	no native effect	no native effect	-1.02759534911692	1.0494470019868302e-05	-0.590258850941359	0.0106723142908295	significant cis effect	no cis effect	"cis effect
(higher in human)"	no cis effect	significant cis effect	"cis effect
(higher in human)"	-1.02759534911692	-0.0709601184729342	0.7420405506272579	0.316916683674886	0.198549535937586	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.316916683674886	0.39201802781872797	0.647026319791157	no cis/trans int. effect	no cis/trans int. effect
h.2670	chr8	62220782.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2482	chr4	9214469.0	antisense	chr4:9214464..9214497,-	ENSMUSG00000086233.1	lncRNA	0.06125	tile2	mouse	CAGE turnover - lncRNA	0.864311053216809	1.12097311913779	0.68881965625569	1.01309302178761	0.777925221847642	0.722040323352864	0.843828789644848	0.760516502169802	1.09260851963939	0.000762796515196129	no native effect	no native effect	0.50469424681176	0.0976390353818262	0.40892502376869894	0.212145460119649	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.50469424681176	0.543362093962211	0.054436640301808	0.519627112405577	0.0497372341308413	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.543362093962211	0.0254881383895864	0.9931979179271979	no cis/trans int. effect	no cis/trans int. effect
h.2677	chr13	31144294.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2489	chr5	149955838.0	antisense	chr5:149955833..149955859,+	ENSMUSG00000107388.1	lncRNA	0.03	tile2	mouse	CAGE turnover - lncRNA	1.3948233859013601	1.17752681313285	1.2761996656490802	1.29658359687208	0.25708434822651005	0.694179968946401	0.395054638897581	0.600694001555797	0.22928152768514498	0.37967987243898793	no native effect	no native effect	-0.10509430817134101	0.684871151418086	0.0216335566362142	0.953421783253433	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.10509430817134101	0.0745492368021339	0.8464116595657281	0.21130381743610996	0.3646676343198879	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.21130381743610996	0.179928602556428	0.9695217443247909	no cis/trans int. effect	no cis/trans int. effect
h.2692	chr20	48100211.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2504	chr2	167015185.0	antisense	chr2:167015179..167015193,+	ENSMUSG00000085151.7	lncRNA	0.1175	tile2	mouse	lncRNA	2.3794031645021803	1.43828717658203	2.04412705883166	2.12679747503475	8.60988438367083e-05	0.440550748467514	0.0031821876131144303	0.0134395740852921	1.2340591129718101	4.99759558838681e-06	no native effect	no native effect	1.0288767054191301	0.00018571124423211	1.3181237431851	4.36104814348504e-08	no cis effect	significant cis effect	no cis effect	"cis effect
(higher in mouse)"	significant cis effect	"cis effect
(higher in mouse)"	1.3181237431851	-0.270264160470994	0.40252667145956	0.18650312302136202	0.335363135973079	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.270264160470994	0.48476255595029205	0.5594459435924319	no cis/trans int. effect	no cis/trans int. effect
h.2694	chr19	49079349.0	no cage activity	no cage activity	no cage activity	other	no cage activity	m.2506	chr7	52997413.0	antisense	chr7:52997400..52997421,+	ENSMUSG00000109602.1	other	0.98125	tile2	mouse	other	0.6442226340754139	0.9390154180875591	1.05207934461127	1.26305139749204	0.8619978013794699	0.7764783368491441	0.652598652109715	0.633152571882428	0.794265465524583	0.00407960076690569	no native effect	no native effect	0.45142052990401	0.17332008779452499	0.164108524887089	0.644300255934314	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.45142052990401	0.532402276107024	0.0975804842271367	0.300381052820412	0.33588116356000197	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.532402276107024	-0.40281526418854996	0.832070815230348	no cis/trans int. effect	no cis/trans int. effect
h.2708	chr16	85646698.0	no cage activity	no cage activity	no cage activity	other	no cage activity	m.2520	chr8	123061170.0	antisense	chr8:123061164..123061176,-	ENSMUSG00000102737.1	other	0.21375	tile2	mouse	other	1.0898941100264898	1.5335410713009798	1.88594138285353	2.6694725956378997	0.613725824412598	0.330024145234472	0.0126197002795649	9.01773020748363e-05	2.4625216790302003	4.02518030014554e-12	significant native effect	"native effect
(higher in mouse)"	1.84931411304139	3.01448308025961e-07	2.0569963971603604	2.12014791577707e-08	significant cis effect	significant cis effect	"cis effect
(higher in mouse)"	"cis effect
(higher in mouse)"	significant cis effect	"cis effect
(higher in mouse)"	2.0569963971603604	0.449527309530368	0.33693252550023695	0.48246313872987107	0.0144949475745741	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.48246313872987107	-0.0298837815797563	0.9928814373305741	no cis/trans int. effect	no cis/trans int. effect
h.2721	chr11	64546658.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2533	chr19	6363358.0	divergent	chr19:6363340..6363429,-	ENSMUSG00000079467.8	lncRNA	0.32	tile2	mouse	lncRNA	6.94169998074529	7.5018988990399	7.06901139118729	10.57833937901	3.625260187609769e-66	1.0072146916916998e-61	5.844715951113969e-69	1.8825908701631795e-133	-0.31685848720821197	0.33636294900927804	no native effect	no native effect	-0.63021854397138	0.0464013373654666	-0.545511876261321	0.0878058154435498	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.63021854397138	0.24376187215182799	0.165893274310011	0.414153518429216	0.211558532969304	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.414153518429216	0.19355951081821698	0.968239414699997	no cis/trans int. effect	no cis/trans int. effect
h.2731	chr12	122064208.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2543	chr5	123464862.0	divergent	chr5:123464849..123464872,-	ENSMUSG00000106555.4	lncRNA	0.25375	tile2	mouse	lncRNA	2.67313841840097	2.59370604353898	3.24899172192854	3.1250828189279996	1.7259276907742298e-06	0.000203648842291581	1.0529030858388401e-10	3.00669423978914e-07	0.8258951008180601	0.0643444145087659	no native effect	no native effect	0.050050984994415	0.9256776202724409	0.740332599216427	0.19137525225880203	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.740332599216427	0.15772753796824998	0.7035043283949621	0.168951631077304	0.7478482918453678	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.168951631077304	0.24312841719970998	0.978268327865398	no cis/trans int. effect	no cis/trans int. effect
h.2743	chr4	100814893.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2555	chr3	137582047.0	divergent	chr3:137582044..137582050,-	ENSMUSG00000104675.1	lncRNA	0.1125	tile2	mouse	CAGE turnover - lncRNA	0.718716534029285	0.9603692210883342	0.715398649184163	1.14118011022698	0.831038613800779	0.770642750044148	0.831924645427014	0.7122222075447109	0.351363058525219	0.235343959004485	no native effect	no native effect	-0.534617856441991	0.0492136948019876	-0.0330984590275672	0.92900570579139	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.534617856441991	0.44975759235058005	0.0659364389709473	0.665416132756522	0.0153987351086354	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.665416132756522	0.327464438805214	0.8589372368814109	no cis/trans int. effect	no cis/trans int. effect
h.2747	chr14	70233656.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2559	chr12	82046330.0	divergent	chr12:82046325..82046341,-	ENSMUSG00000112880.1	lncRNA	0.48375	tile2	mouse	lncRNA	15.409190422343599	18.9040276400178	9.4596624299365	10.3342436525891	0.0	0.0	2.656683114463169e-132	9.369331472189739e-127	-1.28212777891022	5.4347715956132e-09	significant native effect	"native effect
(higher in human)"	-1.6063108499533898	2.25199558855206e-14	-1.65872120750367	1.3001771753493e-12	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.65872120750367	0.376568491221952	0.0035482747915552603	0.25304916594001503	0.254165777987073	significant trans effect	no trans effect	"trans effect
(higher in mouse)"	no trans effect	significant trans effect	"trans effect
(higher in mouse)"	0.376568491221952	-0.0594968416056104	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.2752	chr8	110703741.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2564	chr15	44619308.0	divergent	chr15:44619292..44619315,+	ENSMUSG00000097102.1	lncRNA	0.07875	tile2	mouse	CAGE turnover - lncRNA	0.8640835285906701	0.785122531188705	0.6712874511201871	0.906598634000777	0.778018464318539	0.8264268571055591	0.851419324359013	0.7852211149504541	0.7554564413241941	0.0116652048606625	no native effect	no native effect	0.374051728421014	0.209350068109852	0.6634014592547249	0.0322117825618871	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.6634014592547249	0.0854502212745244	0.771807387655818	0.37093767239240105	0.15522300183152699	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.37093767239240105	0.337080544189511	0.857156854479235	no cis/trans int. effect	no cis/trans int. effect
h.2756	chr9	27575124.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2568	chr4	35174122.0	divergent	chr4:35174120..35174124,+	ENSMUSG00000084828.1	lncRNA	0.41125	tile2	mouse	CAGE turnover - lncRNA	1.52715686089196	1.3131059688753899	1.13652286184581	1.1222244757579098	0.13907641034825102	0.5839915109681569	0.565288205385156	0.721511408120952	0.120021173573909	0.7102335266189459	no native effect	no native effect	0.0210991956780193	0.95939546380843	-0.136221108087221	0.6676783797021351	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.136221108087221	0.0866873736808931	0.7772596743132021	0.103047947637886	0.7211553499224491	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.103047947637886	0.0415453168483302	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.2759	chr2	165698145.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2571	chr2	65076848.0	divergent	chr2:65076841..65076861,+	ENSMUSG00000086881.1	lncRNA	0.0675	tile2	mouse	lncRNA	3.48292871415833	1.9442743951591799	0.728445146421442	0.6251996504902719	9.283819647397489e-13	0.0463310344668199	0.8288299996125351	0.8924776315588921	-3.20496619123034	7.93240441578233e-12	significant native effect	"native effect
(higher in human)"	-3.3268607143846602	6.13992275708699e-11	-2.71443910556248	4.11183253141617e-10	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-3.3268607143846602	-0.42045387526741207	0.13448850219475	-0.0197212505580775	0.982947136977642	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.42045387526741207	0.219057356344152	0.982178378279215	no cis/trans int. effect	no cis/trans int. effect
h.2761	chr12	57040128.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2573	chr10	127520030.0	divergent	chr10:127520024..127520037,-	ENSMUSG00000111947.1	lncRNA	0.1475	tile2	mouse	lncRNA	5.382140025518599	4.91668293327018	9.43372775999092	8.29570659638646	9.803623392529159e-37	8.430960753161179e-23	1.6576391329054395e-131	1.3650302953627799e-77	0.405603876910545	0.0615885024854661	no native effect	no native effect	0.364294076270938	0.112930800875498	0.339896032018573	0.14269438437378001	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.364294076270938	0.0821278356728053	0.6149369839009841	-0.0296973772387295	0.923879594427711	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.0821278356728053	-0.0859218907861101	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.2769	chr3	170588137.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2581	chr3	28704272.0	divergent	chr3:28704250..28704282,-	ENSMUSG00000103827.1	lncRNA	0.55125	tile2	mouse	lncRNA	6.498199107327711	6.86476773259031	6.750732106609111	8.01323976624949	6.758661051165919e-57	2.5192228139399e-50	4.32184727594501e-62	9.813243402037278e-72	0.508353574082428	0.000836482560608226	no native effect	no native effect	0.18377003694870003	0.23716826966283702	0.312300808960726	0.0446295162331613	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.312300808960726	0.21696435403501999	0.0670635209732922	0.314534290328355	0.0197004181935609	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.314534290328355	0.13430784515264801	0.931772468726365	no cis/trans int. effect	no cis/trans int. effect
h.2771	chr20	30946093.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2583	chr2	153171527.0	divergent	chr2:153171527..153171530,-	ENSMUSG00000073236.4	lncRNA	0.21	tile2	mouse	lncRNA	2.6971603768187795	2.4853940907176297	1.09102007745279	1.21292157938165	1.21423558672282e-06	0.000616004838213833	0.612317017812201	0.667456186791713	-0.770308514349934	0.0288278205859498	no native effect	no native effect	-1.33752177344031	0.000295874959363288	-1.00721678665136	0.00266870297024898	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-1.33752177344031	0.0942527287315719	0.7015784262103111	0.317404605851258	0.40320206070515796	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.317404605851258	0.309504095590398	0.903663559391603	no cis/trans int. effect	no cis/trans int. effect
