cage_id_hg19	cage_id_mm9	tss_name_hg19	tss_name_mm9	biotype_hg19	biotype_mm9	chr_hg19	tss_coord_hg19	strand_hg19	chr_mm9	tss_coord_mm9	strand_mm9	max_cage_hg19	max_cage_mm9	stem_cage_hg19	stem_cage_mm9
chr5:106900103-106900354	no cage activity	chr5:106900103-106900354__POSITIVE	no cage activity	eRNA	no CAGE activity	chr5	106900300	+	chr17	63125899	+	4.0	1.0	0.039043800000000004	no cage activity
chr5:169215174-169215454	no cage activity	chr5:169215174-169215454__POSITIVE	no cage activity	eRNA	no CAGE activity	chr5	169215334	+	chr11	34377161	-	9.0	2.0	0.039043800000000004	no cage activity
chr5:170878093-170878163	no cage activity	chr5:170878093-170878163__POSITIVE	no cage activity	eRNA	no CAGE activity	chr5	170878160	+	chr11	33022848	-	32.0	3.0	0.354171	no cage activity
chr5:179777875-179778220	no cage activity	chr5:179777875-179778220__POSITIVE	no cage activity	eRNA	no CAGE activity	chr5	179778219	+	chr11	49609433	-	6.0	1.0	0.0720219	no cage activity
chr6:50787533-50788503	no cage activity	chr6:50787533-50788503__POSITIVE	no cage activity	eRNA	no CAGE activity	chr6	50788263	+	chr1	19200785	+	15.0	4.0	0.0287066	no cage activity
chr6:52460126-52460529	no cage activity	chr6:52460126-52460529__POSITIVE	no cage activity	eRNA	no CAGE activity	chr6	52460324	+	chr1	21087624	+	87.0	2.0	0.11474200000000001	no cage activity
chr6:95244699-95244909	no cage activity	chr6:95244699-95244909__POSITIVE	no cage activity	eRNA	no CAGE activity	chr6	95244906	+	chr4	27398419	-	99.0	1.0	0.0344893	no cage activity
chr6:109269728-109269873	no cage activity	chr6:109269728-109269873__POSITIVE	no cage activity	eRNA	no CAGE activity	chr6	109269846	+	chr10	41651861	-	28.0	1.0	0.039043800000000004	no cage activity
chr6:121759226-121759877	no cage activity	chr6:121759226-121759877__POSITIVE	no cage activity	eRNA	eRNA	chr6	121759714	+	chr10	56099821	+	133.0	17.0	2.50583	no cage activity
chr6:127442670-127442718	no cage activity	chr6:127442670-127442718__POSITIVE	no cage activity	eRNA	no CAGE activity	chr6	127442717	+	chr10	29252783	-	4.0	1.0	0.0677505	no cage activity
chr6:134395597-134395721	no cage activity	chr6:134395597-134395721__POSITIVE	no cage activity	eRNA	no CAGE activity	chr6	134395681	+	chr10	22329063	-	41.0	2.0	0.36275799999999997	no cage activity
chr7:5231323-5231672	no cage activity	chr7:5231323-5231672__POSITIVE	no cage activity	eRNA	no CAGE activity	chr7	5231671	+	chr5	143106802	+	22.0	4.0	0.043160699999999996	no cage activity
chr7:29534563-29534631	no cage activity	chr7:29534563-29534631__POSITIVE	no cage activity	eRNA	no CAGE activity	chr7	29534630	+	chr6	54235006	+	7.0	1.0	0.039043800000000004	no cage activity
chr7:37156989-37157298	no cage activity	chr7:37156989-37157298__POSITIVE	no cage activity	eRNA	no CAGE activity	chr7	37157297	+	chr13	20446445	-	11.0	1.0	0.051733900000000006	no cage activity
chr7:47510195-47510559	no cage activity	chr7:47510195-47510559__POSITIVE	no cage activity	eRNA	no CAGE activity	chr7	47510558	+	chr11	8469567	+	6.0	5.0	0.101674	no cage activity
chr7:69091011-69091330	no cage activity	chr7:69091011-69091330__POSITIVE	no cage activity	eRNA	eRNA	chr7	69091293	+	chr5	132993850	-	16.0	13.0	0.041926	no cage activity
chr7:134555607-134555837	no cage activity	chr7:134555607-134555837__POSITIVE	no cage activity	eRNA	no CAGE activity	chr7	134555836	+	chr6	34639218	+	6.0	3.0	0.053438599999999996	no cage activity
chr7:137505466-137505823	no cage activity	chr7:137505466-137505823__POSITIVE	no cage activity	eRNA	no CAGE activity	chr7	137505822	+	chr6	37227543	+	8.0	1.0	0.123473	no cage activity
chr7:139521100-139521456	no cage activity	chr7:139521100-139521456__POSITIVE	no cage activity	eRNA	no CAGE activity	chr7	139521400	+	chr6	38864371	+	22.0	3.0	0.039043800000000004	no cage activity
chr8:11310026-11310392	no cage activity	chr8:11310026-11310392__POSITIVE	no cage activity	eRNA	no CAGE activity	chr8	11310390	+	chr14	64063664	-	67.0	3.0	0.11106600000000001	no cage activity
chr8:35156288-35156553	no cage activity	chr8:35156288-35156553__POSITIVE	no cage activity	eRNA	no CAGE activity	chr8	35156552	+	chr8	30269391	-	21.0	5.0	0.133542	no cage activity
chr8:133231946-133232036	no cage activity	chr8:133231946-133232036__POSITIVE	no cage activity	eRNA	no CAGE activity	chr8	133232035	+	chr15	65903280	+	3.0	1.0	0.039043800000000004	no cage activity
chr9:28365593-28365784	no cage activity	chr9:28365593-28365784__POSITIVE	no cage activity	eRNA	no CAGE activity	chr9	28365783	+	chr4	36074793	+	16.0	1.0	0.0780877	no cage activity
chr9:128170862-128170906	no cage activity	chr9:128170862-128170906__POSITIVE	no cage activity	eRNA	no CAGE activity	chr9	128170892	+	chr2	34494627	-	54.0	3.0	0.191339	no cage activity
chrX:12972600-12972806	no cage activity	chrX:12972600-12972806__POSITIVE	no cage activity	eRNA	no CAGE activity	chrX	12972748	+	chrX	163665792	-	2.0	4.0	0.0565471	no cage activity
chrX:96701855-96702106	no cage activity	chrX:96701855-96702106__POSITIVE	no cage activity	eRNA	no CAGE activity	chrX	96702105	+	chrX	126872853	+	10.0	5.0	0.0422353	no cage activity
chrX:107313303-107313469	no cage activity	chrX:107313303-107313469__POSITIVE	no cage activity	eRNA	no CAGE activity	chrX	107313468	+	chrX	137464480	+	7.0	1.0	0.0285395	no cage activity
chr11:124616993..124617007,+	chr9:37352150..37352163,-	unassigned	unassigned	other	other	chr11	124617001	+	chr9	37352153	-	216.0	71.0	0.0	0.0
chr11:124617020..124617061,+	chr9:37352150..37352163,-	unassigned	unassigned	other	other	chr11	124617024	+	chr9	37352153	-	216.0	71.0	0.0422222	0.0
chr18:3215174..3215185,-	chr17:71372203..71372215,+	unassigned	unassigned	other	other	chr18	3215178	-	chr17	71372208	+	54.0	205.0	0.0	0.0
chr18:3215199..3215210,-	chr17:71372203..71372215,+	unassigned	unassigned	other	other	chr18	3215204	-	chr17	71372208	+	54.0	205.0	0.0	0.0
chr2:105489050..105489063,-	chr1:42770531..42770543,-	ENSG00000229743.2	ENSMUSG00000097063.3	other	other	chr2	105489055	-	chr1	42770537	-	399.0	543.0	0.0	0.0
chr2:108602885..108602901,+	chr17:54438043..54438057,-	ENSG00000115665.4	ENSMUSG00000023945.6	mRNA	mRNA	chr2	108602893	+	chr17	54438048	-	100.0	340.0	0.0	0.01625
chr2:108602971..108602986,+	chr17:54438043..54438057,-	ENSG00000115665.4	ENSMUSG00000023945.6	mRNA	mRNA	chr2	108602979	+	chr17	54438048	-	5817.0	340.0	0.06888889999999999	0.01625
chr2:114648329..114648368,-	chr1:127331460..127331471,+	unassigned	unassigned	other	other	chr2	114648353	-	chr1	127331465	+	520.0	649.0	0.0	0.06875
chr2:114648370..114648395,-	chr1:127331460..127331471,+	unassigned	unassigned	other	other	chr2	114648379	-	chr1	127331465	+	520.0	649.0	0.0133333	0.06875
chr4:124317940..124317987,+	chr3:37538867..37538886,+	ENSG00000164056.6	ENSMUSG00000037211.12	mRNA	mRNA	chr4	124317966	+	chr3	37538875	+	12644.0	36180.0	12.7711	6.87
chr6:46922535..46922542,-	chr17:43497372..43497405,+	ENSG00000069122.14	unassigned	mRNA	other	chr6	46922538	-	chr17	43497379	+	115.0	10034.0	0.0	0.04875
chr6:46922659..46922725,-	chr17:43497335..43497358,+	ENSG00000069122.14	unassigned	mRNA	other	chr6	46922672	-	chr17	43497347	+	4264.0	10034.0	0.036666699999999997	0.11875
chr9:272886..272918,+	chr19:25126919..25126938,+	unassigned	unassigned	other	other	chr9	272910	+	chr19	25126924	+	971.0	710.0	0.0	0.0
chr9:272921..272937,+	chr19:25126919..25126938,+	unassigned	unassigned	other	other	chr9	272931	+	chr19	25126924	+	971.0	710.0	0.0	0.0
chr9:273038..273076,+	chr19:25127044..25127101,+	unassigned	unassigned	other	other	chr9	273045	+	chr19	25127069	+	10635.0	4893.0	0.0	0.0
chr9:2159800..2159825,+	chr19:26824328..26824367,+	unassigned	unassigned	other	other	chr9	2159805	+	chr19	26824333	+	654.0	856.0	0.13777799999999998	0.0
chr9:2159850..2159880,+	chr19:26824328..26824367,+	unassigned	unassigned	other	other	chr9	2159860	+	chr19	26824333	+	385.0	856.0	0.0977778	0.0
chr9:71820042..71820053,+	chr19:24217365..24217376,-	unassigned	unassigned	other	other	chr9	71820047	+	chr19	24217370	-	3351.0	406.0	0.0	0.0175
chr9:71820057..71820078,+	chr19:24217365..24217376,-	unassigned	unassigned	other	other	chr9	71820070	+	chr19	24217370	-	3351.0	406.0	0.0	0.0175
chr9:109622425..109622450,+	chr4:54957910..54957954,+	unassigned	ENSMUSG00000060206.11	other	mRNA	chr9	109622438	+	chr4	54957918	+	3496.0	2503.0	6.3133300000000006	23.0062
chr9:109622461..109622488,+	chr4:54957910..54957954,+	unassigned	ENSMUSG00000060206.11	other	mRNA	chr9	109622480	+	chr4	54957918	+	3496.0	2503.0	2.45222	23.0062
chrX:137793495..137793521,-	chrX:56387598..56387622,-	unassigned	unassigned	other	other	chrX	137793505	-	chrX	56387611	-	655.0	922.0	1.07556	0.12625
chr1:237207715-237208218	chr13:12196786..12196792,-	chr1:237207715-237208218__NEGATIVE	unassigned	eRNA	other	chr1	237207846	-	chr13	12196786	-	26.0	1296.0	0.08219789999999999	0.115
chr11:17786863-17787288	chr7:53678026..53678054,+	chr11:17786863-17787288__NEGATIVE	unassigned	eRNA	other	chr11	17786904	-	chr7	53678036	+	11.0	32.0	0.0	0.0
chr1:237207715-237208218	chr13:12196786..12196792,-	chr1:237207715-237208218__POSITIVE	unassigned	eRNA	other	chr1	237207874	+	chr13	12196786	-	6.0	1296.0	0.08219789999999999	0.115
chr11:17786863-17787288	chr7:53678026..53678054,+	chr11:17786863-17787288__POSITIVE	unassigned	eRNA	other	chr11	17787131	+	chr7	53678036	+	4.0	32.0	0.0	0.0
chr15:75746723..75746749,+	chr9:56921179-56921620	unassigned	chr9:56921179-56921620__NEGATIVE	other	eRNA	chr15	75746743	+	chr9	56921244	-	227.0	85.0	0.25	2.71513
chr1:209989263-209989693	chr1:194967403-194967616	chr1:209989263-209989693__NEGATIVE	chr1:194967403-194967616__NEGATIVE	eRNA	eRNA	chr1	209989434	-	chr1	194967404	-	19.0	4.0	0.0	0.0
chr17:42215472-42215904	chr11:102106532-102106826	chr17:42215472-42215904__NEGATIVE	chr11:102106532-102106826__NEGATIVE	eRNA	eRNA	chr17	42215531	-	chr11	102106666	-	62.0	27.0	0.241693	0.0763372
chr15:75746315-75746749	chr9:56921179-56921620	chr15:75746315-75746749__NEGATIVE	chr9:56921179-56921620__POSITIVE	eRNA	eRNA	chr15	75746345	-	chr9	56921545	+	410.0	602.0	0.693574	2.71513
chr1:209989263-209989693	chr1:194967403-194967616	chr1:209989263-209989693__POSITIVE	chr1:194967403-194967616__POSITIVE	eRNA	eRNA	chr1	209989544	+	chr1	194967576	+	27.0	15.0	0.0	0.0
chr17:42215472-42215904	chr11:102106532-102106826	chr17:42215472-42215904__POSITIVE	chr11:102106532-102106826__POSITIVE	eRNA	eRNA	chr17	42215826	+	chr11	102106691	+	33.0	195.0	0.241693	0.0763372
chr15:75746315-75746749	chr9:56921179-56921620	chr15:75746315-75746749__POSITIVE	chr9:56921179-56921620__POSITIVE	eRNA	eRNA	chr15	75746678	+	chr9	56921545	+	201.0	602.0	0.693574	2.71513
chr1:203273760..203273784,-	chr1:135976319-135976552	ENSG00000233791.1	chr1:135976319-135976552__NEGATIVE	lncRNA	eRNA	chr1	203273779	-	chr1	135976324	-			0.0177778	0.0283411
chr5:168440243..168440265,+	chr11:35199087-35199415	ENSG00000248222.1	chr11:35199087-35199415__NEGATIVE	lncRNA	eRNA	chr5	168440252	+	chr11	35199092	-			0.0	0.192459
chr2:9778872..9778917,+	chr12:21432025-21432274	ENSG00000240687.1	chr12:21432025-21432274__NEGATIVE	lncRNA	eRNA	chr2	9778883	+	chr12	21432026	-			0.0	0.0494116
chr14:75761130..75761157,+	chr12:86826741-86827400	ENSG00000259687.1	chr12:86826741-86827400__NEGATIVE	lncRNA	eRNA	chr14	75761143	+	chr12	86826990	-			1.74222	0.167457
chr14:77425972..77425985,+	chr12:88174714-88175213	ENSG00000258602.1	chr12:88174714-88175213__NEGATIVE	lncRNA	eRNA	chr14	77425978	+	chr12	88174845	-			0.0	0.049762400000000005
chr14:77506771..77506777,+	chr12:88235279-88235521	ENSG00000246548.3	chr12:88235279-88235521__NEGATIVE	lncRNA	eRNA	chr14	77506775	+	chr12	88235329	-			0.0	1.59832
chr14:90920956..90920977,+	chr12:101480379-101480797	ENSG00000233208.1	chr12:101480379-101480797__NEGATIVE	lncRNA	eRNA	chr14	90920965	+	chr12	101480673	-			0.302222	0.304394
chr6:16760505..16760520,+	chr13:46058556-46059202	ENSG00000229931.1	chr13:46058556-46059202__NEGATIVE	lncRNA	eRNA	chr6	16760510	+	chr13	46059088	-			0.0655556	0.0
chr12:46777228..46777244,+	chr15:96540002-96541137	ENSG00000257261.1	chr15:96540002-96541137__NEGATIVE	lncRNA	eRNA	chr12	46777235	+	chr15	96540100	-			1.91	6.05018
chr3:188665447..188665478,-	chr16:25058911-25059207	ENSG00000234076.1	chr16:25058911-25059207__NEGATIVE	lncRNA	eRNA	chr3	188665462	-	chr16	25059045	-			0.10888900000000001	0.8747879999999999
chr3:113466635..113466674,-	chr16:44138190-44138443	ENSG00000242659.1	chr16:44138190-44138443__NEGATIVE	lncRNA	eRNA	chr3	113466657	-	chr16	44138272	-			0.0322222	0.065206
chr21:26934108..26934125,-	chr16:84702934-84703881	unassigned	chr16:84702934-84703881__NEGATIVE	other	eRNA	chr21	26934113	-	chr16	84703204	-			0.0	0.0454169
chr18:76738848..76738890,-	chr18:81184075-81184723	ENSG00000263146.2	chr18:81184075-81184723__NEGATIVE	lncRNA	eRNA	chr18	76738854	-	chr18	81184591	-			0.09	0.0440977
chr9:132245937..132245958,-	chr2:30564788-30565117	unassigned	chr2:30564788-30565117__NEGATIVE	other	eRNA	chr9	132245942	-	chr2	30564957	-	407.0	7.0	0.0177778	0.0625349
chr3:156892978..156893024,+	chr3:65778224-65779005	ENSG00000243176.1	chr3:65778224-65779005__NEGATIVE	lncRNA	eRNA	chr3	156893011	+	chr3	65778738	-			1.4377799999999998	2.3576200000000003
chr1:156631224..156631248,-	chr3:87789927-87790192	ENSG00000229953.1	chr3:87789927-87790192__NEGATIVE	lncRNA	eRNA	chr1	156631231	-	chr3	87789928	-			0.255556	0.0
chr9:16726892..16726913,+	chr4:84191101-84191490	ENSG00000234779.1	chr4:84191101-84191490__NEGATIVE	lncRNA	eRNA	chr9	16726903	+	chr4	84191105	-			2.45333	0.031588599999999994
chr1:63782888..63782904,-	chr4:99317434-99317658	ENSG00000224209.2	chr4:99317434-99317658__NEGATIVE	lncRNA	eRNA	chr1	63782892	-	chr4	99317471	-			0.13777799999999998	0.49714899999999995
chr7:5465382..5465401,+	chr5:143580836-143581730	ENSG00000272953.1	chr5:143580836-143581730__NEGATIVE	lncRNA	eRNA	chr7	5465395	+	chr5	143581161	-			0.442222	0.014170600000000002
chr12:31742847..31742862,+	chr6:149048897-149049354	ENSG00000255867.1	chr6:149048897-149049354__NEGATIVE	lncRNA	eRNA	chr12	31742853	+	chr6	149048964	-			0.213333	0.5239510000000001
chr19:42637515..42637525,+	chr7:25918016-25918460	ENSG00000254887.1	chr7:25918016-25918460__NEGATIVE	lncRNA	eRNA	chr19	42637520	+	chr7	25918229	-			0.331111	0.153347
chr15:88795953..88795965,+	chr7:85719290-85719506	ENSG00000260305.1	chr7:85719290-85719506__NEGATIVE	lncRNA	eRNA	chr15	88795958	+	chr7	85719323	-			0.0	0.0494116
chr10:134331745..134331767,-	chr7:146550849-146551026	ENSG00000226900.1	chr7:146550849-146551026__NEGATIVE	lncRNA	eRNA	chr10	134331751	-	chr7	146550915	-			0.72	0.0790343
chr4:185458660..185458736,-	chr8:47772324-47772657	ENSG00000271538.1	chr8:47772324-47772657__NEGATIVE	lncRNA	eRNA	chr4	185458671	-	chr8	47772328	-			0.553333	0.684459
chr11:112141468..112141490,+	chr9:50287049-50287437	ENSG00000250303.2	chr9:50287049-50287437__NEGATIVE	lncRNA	eRNA	chr11	112141470	+	chr9	50287055	-			0.08	0.0
chr3:31745457..31745467,+	chr9:115114710-115114824	ENSG00000232490.2	chr9:115114710-115114824__NEGATIVE	lncRNA	eRNA	chr3	31745461	+	chr9	115114715	-			0.0	0.111947
chr2:242786532..242786545,+	chr1:95931896-95932281	ENSG00000235151.1	chr1:95931896-95932281__POSITIVE	lncRNA	eRNA	chr2	242786539	+	chr1	95932243	+			0.0	0.0286457
chr2:66660768..66660782,+	chr11:18920143-18920769	ENSG00000143995.15	chr11:18920143-18920769__POSITIVE	mRNA	eRNA	chr2	66660776	+	chr11	18920556	+			0.0	0.270108
chr17:63096903..63096938,+	chr11:109192748-109192988	ENSG00000263470.1	chr11:109192748-109192988__POSITIVE	lncRNA	eRNA	chr17	63096930	+	chr11	109192920	+			6.5511099999999995	0.0296226
chr14:91294493..91294523,-	chr12:101766050-101766265	ENSG00000258884.1	chr12:101766050-101766265__POSITIVE	lncRNA	eRNA	chr14	91294507	-	chr12	101766227	+			0.267778	0.19809200000000002
chr6:19804927..19804958,-	chr13:48323146-48323384	ENSG00000228412.2	chr13:48323146-48323384__POSITIVE	lncRNA	eRNA	chr6	19804939	-	chr13	48323283	+			1.8655599999999999	0.045829400000000006
chr5:176874975..176874999,-	chr13:55566493-55567066	ENSG00000246334.2	chr13:55566493-55567066__POSITIVE	lncRNA	eRNA	chr5	176874982	-	chr13	55566714	+			0.20333299999999999	0.061145500000000005
chr5:74348371..74348395,-	chr13:97695284-97695456	ENSG00000250889.2	chr13:97695284-97695456__POSITIVE	lncRNA	eRNA	chr5	74348377	-	chr13	97695455	+			0.08666669999999999	0.0942284
chr8:102138841..102138855,-	chr15:36868311-36868899	ENSG00000253395.1	chr15:36868311-36868899__POSITIVE	lncRNA	eRNA	chr8	102138846	-	chr15	36868634	+			0.0	1.26452
chr12:52478546..52478552,+	chr15:101129045-101129223	ENSG00000272724.1	chr15:101129045-101129223__POSITIVE	lncRNA	eRNA	chr12	52478548	+	chr15	101129197	+			0.0	0.0296226
no cage activity	chr16:16912113-16912527	no cage activity	chr16:16912113-16912527__POSITIVE	no CAGE activity	eRNA	chr22	22292476	-	chr16	16912267	+			no cage activity	0.369365
chr6:44041203..44041230,+	chr17:45873501-45873930	ENSG00000231881.1	chr17:45873501-45873930__POSITIVE	lncRNA	eRNA	chr6	44041216	+	chr17	45873893	+			0.14444400000000002	1.02861
chr5:139126802..139126818,-	chr18:36079233-36079589	ENSG00000249131.1	chr18:36079233-36079589__POSITIVE	lncRNA	eRNA	chr5	139126802	-	chr18	36079432	+			0.0133333	0.271606
chr9:102581908..102581927,+	chr4:48055365-48055895	unassigned	chr4:48055365-48055895__POSITIVE	other	eRNA	chr9	102581918	+	chr4	48055820	+			0.25111100000000003	0.10781800000000001
chr7:92464924..92464935,+	chr5:3341932-3342631	ENSG00000237819.1	chr5:3341932-3342631__POSITIVE	lncRNA	eRNA	chr7	92464929	+	chr5	3342630	+			0.036666699999999997	0.0627086
chr7:5467813..5467820,+	chr5:143583245-143583678	ENSG00000273084.1	chr5:143583245-143583678__POSITIVE	lncRNA	eRNA	chr7	5467814	+	chr5	143583593	+			0.516667	1.18046
chr7:130597987..130597990,-	chr6:31038542-31038920	ENSG00000226380.3	chr6:31038542-31038920__POSITIVE	lncRNA	eRNA	chr7	130597988	-	chr6	31038919	+			0.028888900000000002	0.0296226
chr3:4793297..4793312,-	chr6:108407388-108407770	ENSG00000235947.1	chr6:108407388-108407770__POSITIVE	lncRNA	eRNA	chr3	4793301	-	chr6	108407763	+			0.0	0.0757943
chr15:31508174..31508190,+	chr7:71193607-71193709	ENSG00000259448.2	chr7:71193607-71193709__POSITIVE	lncRNA	eRNA	chr15	31508182	+	chr7	71193683	+			0.08666669999999999	0.435921
chr11:65264635-65265953	chr19:5803297-5804044	chr11:65264635-65265953__POSITIVE	chr19:5803297-5804044__POSITIVE	eRNA	eRNA	chr11	65265057	+	chr19	5803743	+	310.0	1431.0	7.557010000000001	3.3925699999999996
chr16:4233647-4234082	chr16:4475073-4475348	chr16:4233647-4234082__POSITIVE	chr16:4475073-4475348__POSITIVE	eRNA	eRNA	chr16	4234045	+	chr16	4475309	+	678.0	168.0	2.88274	1.49833
no cage activity	chr8:73224346..73224360,-	no cage activity	ENSMUSG00000080058.2	other	other	chr19	18390744	+	chr8	73224351	-	391.0	529.0	no cage activity	0.11375
no cage activity	chr2:168592044..168592050,+	no cage activity	ENSMUSG00000085322.1	no CAGE activity	other	chr20	50418438	+	chr2	168592046	+	3.0	81.0	no cage activity	0.37875
no cage activity	chr12:77648835..77648861,-	no cage activity	ENSMUSG00000112388.1	lncRNA	lncRNA	chr14	65183580	-	chr12	77648855	-	16.0	354.0	no cage activity	0.04625
no cage activity	chr16:13729887..13729896,+	no cage activity	ENSMUSG00000086550.1	no CAGE activity	lncRNA	chr16	14787171	+	chr16	13729891	+	0.0	147.0	no cage activity	0.0325
no cage activity	chr7:117912815..117912879,-	no cage activity	ENSMUSG00000110062.1	other	other	chr11	10473081	-	chr7	117912858	-	24.0	631.0	no cage activity	0.13875
no cage activity	chr4:154246134..154246155,-	no cage activity	ENSMUSG00000087437.7	lncRNA	lncRNA	chr1	2560512	+	chr4	154246139	-	26.0	140.0	no cage activity	0.115
no cage activity	chr11:54950525..54950535,+	no cage activity	ENSMUSG00000085531.1	no CAGE activity	lncRNA	chr5	150667497	+	chr11	54950529	+	2.0	485.0	no cage activity	0.04375
no cage activity	chr6:125431943..125431967,+	no cage activity	ENSMUSG00000101191.6	no CAGE activity	lncRNA	chr12	6323320	-	chr6	125431948	+	1.0	345.0	no cage activity	0.035
no cage activity	chr5:124454997..124455017,+	no cage activity	ENSMUSG00000102725.2	no CAGE activity	other	chr12	123350326	+	chr5	124455008	+	5.0	119.0	no cage activity	0.045
no cage activity	chr8:123061666..123061682,-	no cage activity	ENSMUSG00000102737.1	no CAGE activity	other	chr16	85647316	-	chr8	123061680	-	4.0	197.0	no cage activity	0.06375
no cage activity	chr7:71041363..71041385,+	no cage activity	ENSMUSG00000098708.7	no CAGE activity	lncRNA	chr15	31658837	-	chr7	71041379	+	2.0	549.0	no cage activity	0.08
no cage activity	chr7:108985102..108985154,+	no cage activity	ENSMUSG00000073985.2	other	other	chr11	71936171	-	chr7	108985122	+	152.0	831.0	no cage activity	0.06375
no cage activity	chr7:142843489..142843551,-	no cage activity	ENSMUSG00000097471.8	other	other	chr10	129845760	-	chr7	142843536	-	37.0	2811.0	no cage activity	0.045
no cage activity	chr6:39477534..39477549,+	no cage activity	ENSMUSG00000085058.2	no CAGE activity	lncRNA	chr7	140305565	+	chr6	39477541	+	8.0	851.0	no cage activity	0.39375
no cage activity	chr17:34057415..34057445,-	no cage activity	ENSMUSG00000101438.1	lncRNA	lncRNA	chr6	33281023	+	chr17	34057423	-	109.0	191.0	no cage activity	0.11375
no cage activity	chr3:89196097..89196130,+	no cage activity	ENSMUSG00000074466.12	other	other	chr1	154976269	-	chr3	89196123	+	37.0	1765.0	no cage activity	0.045
no cage activity	chr10:8603860..8603896,+	no cage activity	ENSMUSG00000097597.2	no CAGE activity	other	chr6	148666234	-	chr10	8603893	+	1.0	173.0	no cage activity	0.03
no cage activity	chr2:167015160..167015176,+	no cage activity	ENSMUSG00000085151.7	lncRNA	lncRNA	chr20	48100195	+	chr2	167015169	+	13.0	447.0	no cage activity	0.12
no cage activity	chr7:149846385..149846402,+	no cage activity	ENSMUSG00000086266.1	no CAGE activity	other	chr11	2161578	+	chr7	149846395	+	2.0	1415.0	no cage activity	0.075
no cage activity	chr7:106774462..106774528,+	no cage activity	ENSMUSG00000097974.1	other	other	chr11	74952764	-	chr7	106774481	+	223.0	339.0	no cage activity	0.075
no cage activity	chr11:105042515..105042556,-	no cage activity	ENSMUSG00000099681.1	lncRNA	lncRNA	chr17	60555817	-	chr11	105042528	-	236.0	2288.0	no cage activity	0.30375
no cage activity	chr12:81536158..81536222,+	no cage activity	ENSMUSG00000112278.1	other	other	chr14	69618538	+	chr12	81536202	+	169.0	3453.0	no cage activity	0.82875
no cage activity	chr1:182186521..182186566,+	no cage activity	ENSMUSG00000102923.1	lncRNA	lncRNA	chr1	227058197	-	chr1	182186558	+	20.0	1582.0	no cage activity	0.5025
no cage activity	chr1:184414356..184414372,+	no cage activity	ENSMUSG00000102234.1	other	other	chr1	223943320	-	chr1	184414363	+	143.0	304.0	no cage activity	0.04375
no cage activity	chr4:124429407..124429437,-	no cage activity	ENSMUSG00000086589.1	no CAGE activity	lncRNA	chr1	38396816	+	chr4	124429432	-	2.0	76.0	no cage activity	0.03
no cage activity	chr8:126278038..126278060,-	no cage activity	ENSMUSG00000097203.2	no CAGE activity	lncRNA	chr1	229133270	-	chr8	126278044	-	1.0	174.0	no cage activity	0.045
no cage activity	chr5:149771367..149771386,+	no cage activity	ENSMUSG00000087272.1	no CAGE activity	lncRNA	chr13	30929793	+	chr5	149771379	+	2.0	395.0	no cage activity	0.3925
no cage activity	chr14:22667688..22667709,+	no cage activity	ENSMUSG00000090564.8	other	other	chr10	76995308	+	chr14	22667696	+	60.0	1145.0	no cage activity	0.4
no cage activity	chr15:98397719..98397759,+	no cage activity	ENSMUSG00000091050.1	no CAGE activity	lncRNA	chr12	49110140	+	chr15	98397747	+	4.0	1026.0	no cage activity	0.30625
no cage activity	chr6:47495695..47495715,+	no cage activity	ENSMUSG00000097138.1	lncRNA	lncRNA	chr7	148514998	+	chr6	47495704	+	88.0	435.0	no cage activity	1.19375
no cage activity	chr8:108659364..108659380,+	no cage activity	ENSMUSG00000086390.7	lncRNA	lncRNA	chr16	68268551	+	chr8	108659371	+	36.0	1239.0	no cage activity	0.0775
no cage activity	chr9:40592223..40592239,-	no cage activity	ENSMUSG00000087135.7	lncRNA	lncRNA	chr11	122942502	+	chr9	40592232	-	14.0	657.0	no cage activity	0.9275
no cage activity	chr10:61803367..61803432,+	no cage activity	ENSMUSG00000085347.1	lncRNA	lncRNA	chr10	71078042	-	chr10	61803404	+	31.0	1225.0	no cage activity	1.48
no cage activity	chr10:116387609..116387681,+	no cage activity	ENSMUSG00000112627.1	no CAGE activity	lncRNA	chr12	70132492	-	chr10	116387625	+	9.0	2505.0	no cage activity	2.01125
no cage activity	chr5:145016771..145016828,-	no cage activity	ENSMUSG00000087484.1	lncRNA	lncRNA	chr7	97911778	-	chr5	145016790	-	68.0	456.0	no cage activity	0.1875
no cage activity	chr7:89008197..89008212,-	no cage activity	ENSMUSG00000109110.1	no CAGE activity	lncRNA	chr15	83781717	-	chr7	89008206	-	2.0	426.0	no cage activity	0.04875
no cage activity	chr2:17977608..17977617,-	no cage activity	ENSMUSG00000086340.1	lncRNA	lncRNA	chr10	21814322	-	chr2	17977609	-	130.0	166.0	no cage activity	0.06
no cage activity	chr11:79297529..79297559,-	no cage activity	ENSMUSG00000091523.1	no CAGE activity	lncRNA	chr17	29601401	-	chr11	79297550	-	4.0	143.0	no cage activity	0.44875
no cage activity	chr3:35831805..35831837,+	no cage activity	ENSMUSG00000085655.5	other	other	chr3	182698378	+	chr3	35831810	+	52.0	906.0	no cage activity	0.14875
no cage activity	chr6:48691461..48691472,-	no cage activity	ENSMUSG00000044867.5	no CAGE activity	lncRNA	chr7	150416231	-	chr6	48691466	-	1.0	1657.0	no cage activity	0.03
