hg19_id	mm9_id	cage_id_hg19	cage_id_mm9	name_peak_hg19	name_peak_mm9	biotype_hg19	biotype_mm9	minimal_biotype_hg19	minimal_biotype_mm9	chr_tss_hg19	start_tss_hg19	end_tss_hg19	strand_tss_hg19	chr_tss_mm9	start_tss_mm9	end_tss_mm9	strand_tss_mm9	avg_exp_hg19	avg_exp_mm9	stem_exp_hg19	stem_exp_mm9	max_cage_hg19	max_cage_mm9	orig_species	har	tss_tile_num_max_hg19	tss_tile_num_max_mm9	n_tiles_hg19	n_tiles_mm9	tile_match
h.2731	m.2543	no cage activity	chr5:123464849..123464872,-	no cage activity	ENSMUSG00000106555.4	no cage activity	divergent	lncRNA	lncRNA	chr12	122064208	122064209	-	chr5	123464862	123464863	-	no cage activity	0.73	no cage activity	0.25375	155.0	698.0	mouse	False	tile2	tile2	1.0	2.0	tile2:tile2
h.2732	m.2544	no cage activity	chr1:33726706..33726725,+	no cage activity	ENSMUSG00000103746.1	no cage activity	divergent	lncRNA	lncRNA	chr6	57182356	57182357	-	chr1	33726713	33726714	+	no cage activity	0.39	no cage activity	0.1725	433.0	763.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2733	m.2545	no cage activity	chr3:95021922..95021981,+	no cage activity	ENSMUSG00000097167.1	no cage activity	divergent	other	other	chr1	151042975	151042976	-	chr3	95021935	95021936	+	no cage activity	1.22	no cage activity	3.7925	392.0	666.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2734	m.2546	no cage activity	chr2:94246876..94246919,+	no cage activity	ENSMUSG00000045464.5	no cage activity	divergent	lncRNA	lncRNA	chr11	43380408	43380409	-	chr2	94246911	94246912	+	no cage activity	3.0	no cage activity	3.07125	733.0	2484.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2735	m.2547	no cage activity	chr11:6376164..6376178,+	no cage activity	ENSMUSG00000086839.7	no cage activity	divergent	other	other	chr7	44925217	44925218	+	chr11	6376171	6376172	+	no cage activity	0.89	no cage activity	1.195	320.0	1384.0	mouse	False		tile1		1.0	
h.2736	m.2548	no cage activity	chr1:188573247..188573294,+	no cage activity	ENSMUSG00000097784.1	no cage activity	divergent	lncRNA	lncRNA	chr1	218458559	218458560	-	chr1	188573267	188573268	+	no cage activity	1.62	no cage activity	1.47875	406.0	1500.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2737	m.2549	no cage activity	chr18:49915387..49915405,+	no cage activity	ENSMUSG00000087020.1	no cage activity	divergent	lncRNA	lncRNA	chr5	118324431	118324432	+	chr18	49915394	49915395	+	no cage activity	0.55	no cage activity	0.48875	95.0	1366.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2738	m.2550	no cage activity	chrX:39502524..39502529,-	no cage activity	ENSMUSG00000104042.1	no cage activity	divergent	lncRNA	lncRNA	chrX	123094450	123094451	-	chrX	39502526	39502527	-	no cage activity	0.18	no cage activity	0.18	1197.0	600.0	mouse	False		tile1		1.0	
h.2739	m.2551	no cage activity	chr8:73300677..73300728,+	no cage activity	ENSMUSG00000100691.1	no cage activity	divergent	lncRNA	lncRNA	chr19	18263899	18263900	-	chr8	73300684	73300685	+	no cage activity	2.12	no cage activity	2.3425	57.0	1293.0	mouse	False					
h.2740	m.2552	no cage activity	chr2:20890329..20890342,+	no cage activity	ENSMUSG00000075514.4	no cage activity	divergent	lncRNA	lncRNA	chr10	25012305	25012306	+	chr2	20890334	20890335	+	no cage activity	0.43	no cage activity	0.1575	69.0	4344.0	mouse	False	tile2		1.0		
h.2741	m.2553	no cage activity	chr2:31008686..31008692,-	no cage activity	ENSMUSG00000087269.1	no cage activity	divergent	no CAGE activity	lncRNA	chr9	132817021	132817022	-	chr2	31008688	31008689	-	no cage activity	0.11	no cage activity	0.08	3.0	233.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2742	m.2554	no cage activity	chr1:75371577..75371606,-	no cage activity	ENSMUSG00000085653.7	no cage activity	divergent	no CAGE activity	lncRNA	chr2	220299254	220299255	-	chr1	75371580	75371581	-	no cage activity	0.13	no cage activity	0.0775	7.0	323.0	mouse	False	tile2	tile1	2.0	2.0	tile1:tile2
h.2743	m.2555	no cage activity	chr3:137582044..137582050,-	no cage activity	ENSMUSG00000104675.1	no cage activity	divergent	no CAGE activity	lncRNA	chr4	100814893	100814894	+	chr3	137582047	137582048	-	no cage activity	0.17	no cage activity	0.1125	4.0	419.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2744	m.2556	no cage activity	chr1:153192338..153192352,-	no cage activity	ENSMUSG00000100954.4	no cage activity	divergent	lncRNA	lncRNA	chr1	185285517	185285518	+	chr1	153192345	153192346	-	no cage activity	0.3	no cage activity	0.1975	1056.0	2107.0	mouse	False	tile1	tile1	2.0	1.0	tile1:tile1
h.2745	m.2557	no cage activity	chr19:5912952..5912954,+	no cage activity	ENSMUSG00000110156.1	no cage activity	divergent	lncRNA	lncRNA	chr11	65101158	65101159	-	chr19	5912953	5912954	+	no cage activity	0.39	no cage activity	0.56625	116.0	1573.0	mouse	False	tile1	tile1	1.0	2.0	tile1:tile1
h.2746	m.2558	no cage activity	chr11:60691863..60691877,+	no cage activity	ENSMUSG00000097747.1	no cage activity	divergent	lncRNA	lncRNA	chr17	21116967	21116968	+	chr11	60691868	60691869	+	no cage activity	0.29	no cage activity	0.06625	20.0	453.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2747	m.2559	no cage activity	chr12:82046325..82046341,-	no cage activity	ENSMUSG00000112880.1	no cage activity	divergent	lncRNA	lncRNA	chr14	70233656	70233657	-	chr12	82046330	82046331	-	no cage activity	0.36	no cage activity	0.48375	135.0	441.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2748	m.2560	no cage activity	chr2:128891636..128891652,-	no cage activity	ENSMUSG00000087151.1	no cage activity	divergent	lncRNA	lncRNA	chr2	113239683	113239684	-	chr2	128891644	128891645	-	no cage activity	0.45	no cage activity	0.55125	43.0	920.0	mouse	False		tile2		1.0	
h.2749	m.2561	no cage activity	chr2:20890292..20890324,+	no cage activity	ENSMUSG00000075514.4	no cage activity	divergent	lncRNA	lncRNA	chr10	25012268	25012269	+	chr2	20890312	20890313	+	no cage activity	3.29	no cage activity	1.66375	69.0	4344.0	mouse	False	tile2		1.0		
h.2750	m.2562	no cage activity	chr11:98219550..98219567,-	no cage activity	ENSMUSG00000085944.1	no cage activity	divergent	lncRNA	lncRNA	chr17	37793259	37793260	-	chr11	98219556	98219557	-	no cage activity	0.85	no cage activity	0.30625	315.0	1111.0	mouse	False	tile2	tile1	2.0	1.0	tile1:tile2
h.2751	m.2563	no cage activity	chr6:87931698..87931711,+	no cage activity	ENSMUSG00000084950.7	no cage activity	divergent	other	other	chr3	129035203	129035204	+	chr6	87931705	87931706	+	no cage activity	0.23	no cage activity	0.09375	119.0	761.0	mouse	False	tile1	tile1	2.0	1.0	tile1:tile1
h.2752	m.2564	no cage activity	chr15:44619292..44619315,+	no cage activity	ENSMUSG00000097102.1	no cage activity	divergent	no CAGE activity	lncRNA	chr8	110703741	110703742	+	chr15	44619308	44619309	+	no cage activity	0.4	no cage activity	0.07875	5.0	704.0	mouse	False	tile2	tile2	1.0	1.0	tile2:tile2
h.2753	m.2565	no cage activity	chr17:87682111..87682126,-	no cage activity	ENSMUSG00000085287.8	no cage activity	divergent	lncRNA	lncRNA	chr2	47168241	47168242	-	chr17	87682118	87682119	-	no cage activity	3.35	no cage activity	0.14375	475.0	5707.0	mouse	False		tile2		1.0	
h.2754	m.2566	no cage activity	chr10:116661302..116661324,+	no cage activity	ENSMUSG00000112462.1	no cage activity	divergent	lncRNA	lncRNA	chr12	69753808	69753809	-	chr10	116661308	116661309	+	no cage activity	0.6	no cage activity	0.78	327.0	1139.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2755	m.2567	no cage activity	chr7:123587083..123587107,+	no cage activity	ENSMUSG00000108461.1	no cage activity	divergent	lncRNA	lncRNA	chr11	17229659	17229660	+	chr7	123587090	123587091	+	no cage activity	0.61	no cage activity	0.14125	778.0	684.0	mouse	False	tile2	tile1	2.0	2.0	tile1:tile2
h.2756	m.2568	no cage activity	chr4:35174120..35174124,+	no cage activity	ENSMUSG00000084828.1	no cage activity	divergent	no CAGE activity	lncRNA	chr9	27575124	27575125	+	chr4	35174122	35174123	+	no cage activity	0.49	no cage activity	0.41125	2.0	1611.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2757	m.2569	no cage activity	chr1:158869788..158869820,+	no cage activity	ENSMUSG00000101905.1	no cage activity	divergent	lncRNA	lncRNA	chr1	178694271	178694272	-	chr1	158869809	158869810	+	no cage activity	0.22	no cage activity	0.19125	117.0	241.0	mouse	False	tile2		1.0		
h.2758	m.2570	no cage activity	chr18:38409811..38409866,-	no cage activity	ENSMUSG00000097080.7	no cage activity	divergent	other	other	chr5	141303307	141303308	-	chr18	38409833	38409834	-	no cage activity	5.52	no cage activity	5.54	384.0	2410.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2759	m.2571	no cage activity	chr2:65076841..65076861,+	no cage activity	ENSMUSG00000086881.1	no cage activity	divergent	lncRNA	lncRNA	chr2	165698145	165698146	+	chr2	65076848	65076849	+	no cage activity	0.26	no cage activity	0.0675	83.0	795.0	mouse	False	tile2	tile2	2.0	1.0	tile2:tile2
h.2760	m.2572	no cage activity	chr7:53086259..53086271,+	no cage activity	ENSMUSG00000110020.1	no cage activity	divergent	other	other	chr19	48949148	48949149	-	chr7	53086264	53086265	+	no cage activity	0.17	no cage activity	0.06125	245.0	366.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2761	m.2573	no cage activity	chr10:127520024..127520037,-	no cage activity	ENSMUSG00000111947.1	no cage activity	divergent	lncRNA	lncRNA	chr12	57040128	57040129	+	chr10	127520030	127520031	-	no cage activity	0.19	no cage activity	0.1475	187.0	470.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2762	m.2574	no cage activity	chr11:82594541..82594584,-	no cage activity	ENSMUSG00000085175.7	no cage activity	divergent	other	other	chr17	33307381	33307382	-	chr11	82594548	82594549	-	no cage activity	2.85	no cage activity	1.91875	198.0	2167.0	mouse	False	tile2	tile1	2.0	2.0	tile1:tile2
h.2763	m.2575	no cage activity	chr1:153602120..153602161,-	no cage activity	ENSMUSG00000100594.1	no cage activity	divergent	lncRNA	lncRNA	chr1	184724332	184724333	+	chr1	153602150	153602151	-	no cage activity	1.67	no cage activity	1.04125	94.0	1284.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2764	m.2576	no cage activity	chr6:39068267..39068341,+	no cage activity	ENSMUSG00000073144.4	no cage activity	divergent	lncRNA	lncRNA	chr7	139762819	139762820	+	chr6	39068300	39068301	+	no cage activity	2.44	no cage activity	0.11	134.0	1545.0	mouse	False		tile1		1.0	
h.2765	m.2577	no cage activity	chr5:124980696..124980750,+	no cage activity	ENSMUSG00000106662.1	no cage activity	divergent	lncRNA	lncRNA	chr12	124017778	124017779	+	chr5	124980741	124980742	+	no cage activity	1.08	no cage activity	0.4975	33.0	791.0	mouse	False	tile2	tile1	2.0	2.0	tile1:tile2
h.2766	m.2578	no cage activity	chr14:123312207..123312236,+	no cage activity	ENSMUSG00000075463.3	no cage activity	divergent	no CAGE activity	other	chr13	101240822	101240823	+	chr14	123312219	123312220	+	no cage activity	1.09	no cage activity	0.175	3.0	3274.0	mouse	False	tile2	tile1	1.0	2.0	tile1:tile2
h.2767	m.2579	no cage activity	chr4:71862292..71862399,+	no cage activity	ENSMUSG00000084910.1	no cage activity	divergent	other	other	chr9	84304964	84304965	+	chr4	71862328	71862329	+	no cage activity	3.96	no cage activity	0.79	118.0	1764.0	mouse	False	tile1	tile1	2.0	1.0	tile1:tile1
h.2768	m.2580	no cage activity	chr7:148654557..148654576,-	no cage activity	ENSMUSG00000073787.4	no cage activity	divergent	other	other	chr11	834730	834731	-	chr7	148654568	148654569	-	no cage activity	0.35	no cage activity	0.09375	16.0	464.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2769	m.2581	no cage activity	chr3:28704250..28704282,-	no cage activity	ENSMUSG00000103827.1	no cage activity	divergent	lncRNA	lncRNA	chr3	170588137	170588138	+	chr3	28704272	28704273	-	no cage activity	0.81	no cage activity	0.55125	175.0	1176.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2770	m.2582	no cage activity	chr11:105927236..105927268,-	no cage activity	ENSMUSG00000085255.1	no cage activity	divergent	lncRNA	lncRNA	chr17	61678119	61678120	-	chr11	105927249	105927250	-	no cage activity	0.88	no cage activity	0.0475	81.0	700.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2771	m.2583	no cage activity	chr2:153171527..153171530,-	no cage activity	ENSMUSG00000073236.4	no cage activity	divergent	lncRNA	lncRNA	chr20	30946093	30946094	-	chr2	153171527	153171528	-	no cage activity	0.32	no cage activity	0.21	16.0	1537.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2772	m.2584	no cage activity	chr1:153192354..153192408,-	no cage activity	ENSMUSG00000100954.4	no cage activity	divergent	lncRNA	lncRNA	chr1	185285479	185285480	+	chr1	153192383	153192384	-	no cage activity	4.06	no cage activity	4.15875	1522.0	2107.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2773	m.2585	no cage activity	chr3:27052942..27052953,+	no cage activity	ENSMUSG00000097584.1	no cage activity	divergent	lncRNA	lncRNA	chr3	172468356	172468357	-	chr3	27052947	27052948	+	no cage activity	0.07	no cage activity	0.04625	66.0	432.0	mouse	False	tile1	tile2	2.0	2.0	tile1:tile2
h.2774	m.2586	no cage activity	chr18:5592429..5592467,-	no cage activity	ENSMUSG00000103138.1	no cage activity	divergent	lncRNA	lncRNA	chr10	31608881	31608882	-	chr18	5592459	5592460	-	no cage activity	0.93	no cage activity	0.05125	66.0	1439.0	mouse	False					
h.2775	m.2587	no cage activity	chr5:67652307..67652353,-	no cage activity	ENSMUSG00000107319.1	no cage activity	divergent	lncRNA	lncRNA	chr4	41937605	41937606	-	chr5	67652330	67652331	-	no cage activity	0.74	no cage activity	0.12875	59.0	1128.0	mouse	False	tile2	tile2	2.0	1.0	tile2:tile2
h.2776	m.2588	no cage activity	chr11:11585627..11585658,-	no cage activity	ENSMUSG00000085652.1	no cage activity	divergent	lncRNA	lncRNA	chr7	50343594	50343595	-	chr11	11585637	11585638	-	no cage activity	0.32	no cage activity	0.05875	29.0	444.0	mouse	False					
h.2777	m.2589	no cage activity	chr3:30692127..30692154,-	no cage activity	ENSMUSG00000097786.3	no cage activity	divergent	lncRNA	lncRNA	chr3	169684483	169684484	-	chr3	30692141	30692142	-	no cage activity	0.35	no cage activity	0.2025	457.0	322.0	mouse	False	tile1	tile2	2.0	1.0	tile1:tile2
h.2778	m.2590	no cage activity	chr1:107886820..107886852,-	no cage activity	ENSMUSG00000099843.1	no cage activity	divergent	lncRNA	lncRNA	chr18	60190117	60190118	-	chr1	107886846	107886847	-	no cage activity	1.84	no cage activity	1.37875	740.0	8196.0	mouse	False	tile1	tile1	1.0	2.0	tile1:tile1
h.2779	m.2591	no cage activity	chr7:116582741..116582755,+	no cage activity	ENSMUSG00000085407.1	no cage activity	divergent	lncRNA	lncRNA	chr11	8615962	8615963	+	chr7	116582750	116582751	+	no cage activity	0.04	no cage activity	0.05125	11.0	73.0	mouse	False	tile2	tile2	2.0	1.0	tile2:tile2
h.2780	m.2592	no cage activity	chr7:134592140..134592158,+	no cage activity	ENSMUSG00000086502.1	no cage activity	divergent	lncRNA	lncRNA	chr16	30621139	30621140	+	chr7	134592148	134592149	+	no cage activity	0.96	no cage activity	0.76125	162.0	2615.0	mouse	False	tile2	tile1	2.0	2.0	tile1:tile2
h.2781	m.74	no cage activity	chr7:90780333..90780362,-	no cage activity	ENSMUSG00000087088.2	no cage activity	divergent	other	other	chr15	81616713	81616714	+	chr7	90780350	90780351	-	no cage activity	3.05	no cage activity	0.95	326.0	4148.0	mouse	False	tile2	tile1	2.0	4.0	tile1:tile2
h.2782	m.2593	no cage activity	chr2:132079085..132079124,+	no cage activity	ENSMUSG00000087377.1	no cage activity	divergent	other	other	chr20	5100843	5100844	+	chr2	132079093	132079094	+	no cage activity	1.83	no cage activity	7.36	614.0	1954.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2783	m.2594	no cage activity	chr8:73301231..73301263,+	no cage activity	ENSMUSG00000100691.1	no cage activity	divergent	lncRNA	lncRNA	chr19	18263335	18263336	-	chr8	73301247	73301248	+	no cage activity	0.55	no cage activity	0.9475	62.0	994.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2784	m.2595	no cage activity	chr3:27052954..27052982,+	no cage activity	ENSMUSG00000097584.1	no cage activity	divergent	lncRNA	lncRNA	chr3	172468323	172468324	-	chr3	27052976	27052977	+	no cage activity	0.28	no cage activity	0.24625	66.0	432.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2785	m.2596	no cage activity	chr5:120121507..120121519,-	no cage activity	ENSMUSG00000087516.7	no cage activity	divergent	no CAGE activity	other	chr12	115121536	115121537	+	chr5	120121516	120121517	-	no cage activity	0.4	no cage activity	0.19375	7.0	1278.0	mouse	False	tile2	tile1	2.0	2.0	tile1:tile2
h.2786	m.2597	no cage activity	chr17:71202440..71202473,+	no cage activity	ENSMUSG00000093514.3	no cage activity	divergent	lncRNA	lncRNA	chr18	3448180	3448181	-	chr17	71202447	71202448	+	no cage activity	0.84	no cage activity	0.53875	274.0	615.0	mouse	False	tile1	tile2	2.0	2.0	tile1:tile2
h.2787	m.2598	no cage activity	chr12:112812520..112812553,-	no cage activity	ENSMUSG00000096995.1	no cage activity	divergent	lncRNA	lncRNA	chr14	103851547	103851548	-	chr12	112812540	112812541	-	no cage activity	0.29	no cage activity	0.21375	70.0	576.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2788	m.2599	no cage activity	chr7:4610249..4610278,+	no cage activity	ENSMUSG00000108477.1	no cage activity	divergent	lncRNA	lncRNA	chr19	55769972	55769973	+	chr7	4610255	4610256	+	no cage activity	0.92	no cage activity	0.6275	78.0	1731.0	mouse	False					
h.2789	m.2600	no cage activity	chr4:45024600..45024620,+	no cage activity	ENSMUSG00000070997.4	no cage activity	divergent	lncRNA	lncRNA	chr9	37464749	37464750	+	chr4	45024611	45024612	+	no cage activity	0.52	no cage activity	0.03	324.0	719.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2790	m.2601	no cage activity	chr10:62706382..62706420,-	no cage activity	ENSMUSG00000045391.4	no cage activity	divergent	lncRNA	lncRNA	chr10	69835215	69835216	+	chr10	62706412	62706413	-	no cage activity	1.67	no cage activity	1.09125	62.0	1446.0	mouse	False	tile2	tile1	1.0	2.0	tile1:tile2
h.2791	m.2602	no cage activity	chr7:123477758..123477782,+	no cage activity	ENSMUSG00000108738.1	no cage activity	divergent	other	other	chr11	17099346	17099347	+	chr7	123477775	123477776	+	no cage activity	1.84	no cage activity	3.325	617.0	3466.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2792	m.2603	no cage activity	chr8:59966850..59966862,+	no cage activity	ENSMUSG00000096917.2	no cage activity	divergent	lncRNA	lncRNA	chr4	174291832	174291833	-	chr8	59966856	59966857	+	no cage activity	0.94	no cage activity	4.74875	691.0	3059.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2793	m.2604	no cage activity	chr4:134676381..134676419,-	no cage activity	ENSMUSG00000086884.1	no cage activity	divergent	no CAGE activity	lncRNA	chr1	25291668	25291669	+	chr4	134676388	134676389	-	no cage activity	0.66	no cage activity	0.04875	6.0	315.0	mouse	False	tile2	tile1	2.0	1.0	tile1:tile2
h.2794	m.2605	no cage activity	chr8:11007429..11007466,+	no cage activity	ENSMUSG00000096938.7	no cage activity	divergent	lncRNA	lncRNA	chr13	110437402	110437403	+	chr8	11007441	11007442	+	no cage activity	0.43	no cage activity	0.035	41.0	125.0	mouse	False		tile1		1.0	
h.2795	m.2606	no cage activity	chr18:67934874..67934906,-	no cage activity	ENSMUSG00000097835.1	no cage activity	divergent	other	other	chr18	12948370	12948371	-	chr18	67934888	67934889	-	no cage activity	1.15	no cage activity	0.23	409.0	1933.0	mouse	False	tile2	tile2	1.0	1.0	tile2:tile2
h.2796	m.2607	no cage activity	chr11:17853495..17853517,+	no cage activity	ENSMUSG00000086468.1	no cage activity	divergent	lncRNA	lncRNA	chr2	67624885	67624886	-	chr11	17853502	17853503	+	no cage activity	0.38	no cage activity	3.21	24.0	686.0	mouse	False	tile1	tile2	2.0	2.0	tile1:tile2
h.2797	m.2608	no cage activity	chr6:113276629..113276679,-	no cage activity	ENSMUSG00000085012.1	no cage activity	divergent	lncRNA	lncRNA	chr3	9791424	9791425	-	chr6	113276634	113276635	-	no cage activity	0.93	no cage activity	1.6775	253.0	524.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2798	m.2609	no cage activity	chr2:13193206..13193257,+	no cage activity	ENSMUSG00000086358.2	no cage activity	divergent	other	other	chr10	16859720	16859721	+	chr2	13193229	13193230	+	no cage activity	1.09	no cage activity	0.49625	68.0	836.0	mouse	False	tile1	tile2	2.0	1.0	tile1:tile2
h.2799	m.2610	no cage activity	chr9:106150261..106150291,+	no cage activity	ENSMUSG00000097592.2	no cage activity	divergent	other	other	chr3	52232090	52232091	-	chr9	106150283	106150284	+	no cage activity	0.33	no cage activity	0.4675	117.0	430.0	mouse	False	tile1		2.0		
h.2800	m.2611	no cage activity	chr3:115590797..115590809,-	no cage activity	ENSMUSG00000054426.11	no cage activity	divergent	other	other	chr1	101491666	101491667	+	chr3	115590804	115590805	-	no cage activity	0.6	no cage activity	0.3475	66.0	1056.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2801	m.2612	no cage activity	chr10:114752696..114752726,+	no cage activity	ENSMUSG00000112301.1	no cage activity	divergent	lncRNA	lncRNA	chr12	72148581	72148582	-	chr10	114752701	114752702	+	no cage activity	1.05	no cage activity	0.5475	17.0	904.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2802	m.2613	no cage activity	chr1:172798839..172798851,+	no cage activity	ENSMUSG00000053925.4	no cage activity	divergent	other	other	chr1	161735157	161735158	-	chr1	172798845	172798846	+	no cage activity	0.17	no cage activity	2.09875	15.0	934.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2803	m.2614	no cage activity	chr13:41096501..41096520,-	no cage activity	ENSMUSG00000086693.1	no cage activity	divergent	other	other	chr6	10695029	10695030	-	chr13	41096514	41096515	-	no cage activity	1.15	no cage activity	0.31875	36.0	1359.0	mouse	False	tile1	tile1	2.0	2.0	tile1:tile1
h.2804	m.2615	no cage activity	chr11:97745894..97745908,+	no cage activity	ENSMUSG00000086917.1	no cage activity	divergent	lncRNA	lncRNA	chr17	37123952	37123953	+	chr11	97745904	97745905	+	no cage activity	0.29	no cage activity	2.29	30.0	499.0	mouse	False	tile2	tile1	2.0	2.0	tile1:tile2
h.2805	m.2616	no cage activity	chr6:39542520..39542553,-	no cage activity	ENSMUSG00000086582.1	no cage activity	divergent	lncRNA	lncRNA	chr7	140396446	140396447	-	chr6	39542541	39542542	-	no cage activity	0.82	no cage activity	0.6875	106.0	671.0	mouse	False	tile1		2.0		
h.2806	m.2617	no cage activity	chr19:7457613..7457625,+	no cage activity	ENSMUSG00000099923.1	no cage activity	divergent	lncRNA	lncRNA	chr11	63580711	63580712	-	chr19	7457619	7457620	+	no cage activity	0.29	no cage activity	0.36625	83.0	1154.0	mouse	False	tile2	tile1	2.0	2.0	tile1:tile2
h.2807	m.2618	no cage activity	chr12:3427711..3427722,-	no cage activity	ENSMUSG00000071456.6	no cage activity	divergent	other	other	chr2	26100522	26100523	+	chr12	3427716	3427717	-	no cage activity	0.08	no cage activity	0.17	64.0	563.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2808	m.2619	no cage activity	chr18:75526724..75526749,-	no cage activity	ENSMUSG00000092569.1	no cage activity	divergent	other	other	chr18	46478694	46478695	+	chr18	75526732	75526733	-	no cage activity	2.58	no cage activity	2.87125	61.0	3011.0	mouse	False					
h.2809	m.2620	no cage activity	chr2:26236216..26236255,+	no cage activity	ENSMUSG00000085767.1	no cage activity	divergent	lncRNA	lncRNA	chr9	139294728	139294729	+	chr2	26236231	26236232	+	no cage activity	1.46	no cage activity	0.96	23.0	1274.0	mouse	False		tile1		2.0	
h.2810	m.2621	no cage activity	chr11:97884015..97884044,+	no cage activity	ENSMUSG00000086716.1	no cage activity	divergent	lncRNA	lncRNA	chr17	37354016	37354017	+	chr11	97884037	97884038	+	no cage activity	0.36	no cage activity	0.15125	70.0	343.0	mouse	False	tile2		1.0		
h.2811	m.2622	no cage activity	chr14:123312291..123312304,+	no cage activity	ENSMUSG00000075463.3	no cage activity	divergent	no CAGE activity	other	chr13	101240967	101240968	+	chr14	123312296	123312297	+	no cage activity	0.28	no cage activity	0.0625	3.0	3274.0	mouse	False		tile2		2.0	
h.2812	m.2623	no cage activity	chr6:148160737..148160759,+	no cage activity	ENSMUSG00000107402.1	no cage activity	divergent	lncRNA	lncRNA	chr12	29534331	29534332	+	chr6	148160747	148160748	+	no cage activity	1.51	no cage activity	1.38125	103.0	1423.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2813	m.2624	no cage activity	chr9:48863591..48863602,-	no cage activity	ENSMUSG00000105991.1	no cage activity	divergent	lncRNA	lncRNA	chr11	113644576	113644577	+	chr9	48863596	48863597	-	no cage activity	0.05	no cage activity	0.25375	42.0	90.0	mouse	False	tile1	tile2	2.0	1.0	tile1:tile2
h.2814	m.2625	no cage activity	chr9:107453166..107453168,-	no cage activity	ENSMUSG00000102300.1	no cage activity	divergent	no CAGE activity	other	chr3	50379032	50379033	+	chr9	107453167	107453168	-	no cage activity	0.64	no cage activity	0.27375	3.0	1873.0	mouse	False	tile1	tile2	2.0	2.0	tile1:tile2
h.2815	m.2626	no cage activity	chr3:95675508..95675558,+	no cage activity	ENSMUSG00000080727.2	no cage activity	divergent	lncRNA	lncRNA	chr1	150266151	150266152	-	chr3	95675529	95675530	+	no cage activity	1.55	no cage activity	0.9075	189.0	1093.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2816	m.2627	no cage activity	chr8:59966863..59966894,+	no cage activity	ENSMUSG00000096917.2	no cage activity	divergent	lncRNA	lncRNA	chr4	174291820	174291821	-	chr8	59966868	59966869	+	no cage activity	2.09	no cage activity	9.7075	691.0	3059.0	mouse	False	tile2	tile2	2.0	2.0	tile2:tile2
h.2817	m.2628	no cage activity	chr17:34046234..34046271,-	no cage activity	ENSMUSG00000092564.1	no cage activity	divergent	lncRNA	lncRNA	chr6	33290947	33290948	+	chr17	34046257	34046258	-	no cage activity	0.99	no cage activity	1.0225	23.0	713.0	mouse	False	tile2	tile2	2.0	1.0	tile2:tile2
h.2818	m.2629	no cage activity	chr1:88256213..88256267,+	no cage activity	ENSMUSG00000073627.7	no cage activity	divergent	lncRNA	lncRNA	chr2	232329473	232329474	+	chr1	88256243	88256244	+	no cage activity	2.17	no cage activity	4.5375	932.0	979.0	mouse	False		tile1		2.0	
h.2819	m.2630	no cage activity	chr9:21216685..21216690,-	no cage activity	ENSMUSG00000097665.1	no cage activity	divergent	other	other	chr19	10812638	10812639	-	chr9	21216689	21216690	-	no cage activity	0.09	no cage activity	0.27875	36.0	165.0	mouse	False	tile2	tile1	2.0	2.0	tile1:tile2
