chr_tss_hg19	start_tss_hg19	end_tss_hg19	strand_tss_hg19	cage_id_hg19	biotype_hg19	name_peak_hg19	seq_orth	cage_orth	chr_tss_mm9	start_tss_mm9	end_tss_mm9	strand_tss_mm9	cage_id_mm9	biotype_mm9	name_peak_mm9	avg_exp_hg19	avg_exp_mm9	stem_exp_hg19	stem_exp_mm9	har	orig_species	lift_species	oligo_type	hg19_id	mm9_id	cleaner_biotype_hg19	cleaner_biotype_mm9	minimal_biotype_hg19	minimal_biotype_mm9
chr20	35089553	35089554	-	no cage activity	no cage activity	no cage activity	True	False	chr2	156546516	156546517	-	chr2:156546506..156546564,-	antisense_upep	ENSMUSG00000086638.7	no cage activity	2.44	no cage activity	0.98875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2657	m.2469	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr7	95674974	95674975	-	no cage activity	no cage activity	no cage activity	True	False	chr6	5927358	5927359	-	chr6:5927347..5927393,-	antisense	ENSMUSG00000085416.1	no cage activity	0.43	no cage activity	0.06875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2658	m.2470	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr12	104680664	104680665	-	no cage activity	no cage activity	no cage activity	True	False	chr10	82321815	82321816	-	chr10:82321798..82321876,-	antisense	ENSMUSG00000112375.1	no cage activity	1.08	no cage activity	0.63	False	mouse	human	human__no_CAGE:mouse__antisense	h.2659	m.2471	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr6	2971870	2971871	+	no cage activity	no cage activity	no cage activity	True	False	chr13	34027921	34027922	+	chr13:34027896..34027944,+	antisense_upep	ENSMUSG00000085457.3	no cage activity	1.69	no cage activity	0.03125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2660	m.2472	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr9	35675901	35675902	-	no cage activity	no cage activity	no cage activity	True	False	chr4	43521618	43521619	-	chr4:43521612..43521625,-	antisense_upep	ENSMUSG00000087142.7	no cage activity	0.74	no cage activity	0.08125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2661	m.2473	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr12	120799781	120799782	+	no cage activity	no cage activity	no cage activity	True	False	chr5	115886534	115886535	-	chr5:115886517..115886540,-	antisense	ENSMUSG00000107353.1	no cage activity	0.14	no cage activity	0.03125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2662	m.2474	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr1	33147041	33147042	-	no cage activity	no cage activity	no cage activity	True	False	chr4	128985659	128985660	+	chr4:128985657..128985662,+	antisense	ENSMUSG00000096944.1	no cage activity	0.13	no cage activity	0.06125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2663	m.2475	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr7	77326676	77326677	-	no cage activity	no cage activity	no cage activity	True	False	chr5	20456857	20456858	+	chr5:20456852..20456863,+	antisense	ENSMUSG00000101013.1	no cage activity	0.39	no cage activity	0.0675	False	mouse	human	human__no_CAGE:mouse__antisense	h.2664	m.2476	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr1	3020729	3020730	-	no cage activity	no cage activity	no cage activity	True	False	chr4	153975409	153975410	+	chr4:153975408..153975411,+	antisense	ENSMUSG00000084987.1	no cage activity	0.04	no cage activity	0.42375	False	mouse	human	human__no_CAGE:mouse__antisense	h.2666	m.2478	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr17	61522689	61522690	+	no cage activity	no cage activity	no cage activity	True	False	chr11	105804666	105804667	+	chr11:105804661..105804672,+	antisense	ENSMUSG00000103469.1	no cage activity	0.08	no cage activity	0.05875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2667	m.2479	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr11	71935700	71935701	-	no cage activity	no cage activity	no cage activity	True	False	chr7	108985585	108985586	+	chr7:108985577..108985608,+	antisense_upep	ENSMUSG00000073985.2	no cage activity	0.93	no cage activity	1.2275	False	mouse	human	human__no_CAGE:mouse__antisense	h.2668	m.2480	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr10	76995280	76995281	+	no cage activity	no cage activity	no cage activity	True	False	chr14	22667668	22667669	+	chr14:22667666..22667678,+	antisense_upep	ENSMUSG00000090564.8	no cage activity	0.38	no cage activity	0.235	False	mouse	human	human__no_CAGE:mouse__antisense	h.2669	m.2481	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr8	62220782	62220783	-	no cage activity	no cage activity	no cage activity	True	False	chr4	9214469	9214470	-	chr4:9214464..9214497,-	antisense	ENSMUSG00000086233.1	no cage activity	0.82	no cage activity	0.06125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2670	m.2482	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr6	163596606	163596607	-	no cage activity	no cage activity	no cage activity	True	False	chr17	10689303	10689304	+	chr17:10689300..10689307,+	antisense	ENSMUSG00000089941.1	no cage activity	0.03	no cage activity	0.0325	False	mouse	human	human__no_CAGE:mouse__antisense	h.2671	m.2483	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr10	88517215	88517216	-	no cage activity	no cage activity	no cage activity	True	False	chr14	35315136	35315137	+	chr14:35315129..35315148,+	antisense	ENSMUSG00000090779.1	no cage activity	0.72	no cage activity	0.17375	False	mouse	human	human__no_CAGE:mouse__antisense	h.2672	m.2484	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr7	27150430	27150431	+	no cage activity	no cage activity	no cage activity	True	False	chr6	52122822	52122823	+	chr6:52122809..52122824,+	antisense_upep	ENSMUSG00000087626.1	no cage activity	0.71	no cage activity	0.09625	False	mouse	human	human__no_CAGE:mouse__antisense	h.2673	m.2485	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr8	38760096	38760097	-	no cage activity	no cage activity	no cage activity	True	False	chr8	26211563	26211564	+	chr8:26211544..26211576,+	antisense	ENSMUSG00000110148.1	no cage activity	0.9	no cage activity	0.2525	False	mouse	human	human__no_CAGE:mouse__antisense	h.2674	m.2486	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr11	64374685	64374686	+	no cage activity	no cage activity	no cage activity	True	False	chr19	6532129	6532130	-	chr19:6532110..6532151,-	antisense_upep	ENSMUSG00000052188.6	no cage activity	0.48	no cage activity	0.0825	False	mouse	human	human__no_CAGE:mouse__antisense	h.2675	m.2487	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr2	174828744	174828745	+	no cage activity	no cage activity	no cage activity	True	False	chr2	72817208	72817209	+	chr2:72817203..72817214,+	antisense_upep	ENSMUSG00000063714.15	no cage activity	0.62	no cage activity	0.08875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2676	m.2488	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr13	31144294	31144295	+	no cage activity	no cage activity	no cage activity	True	False	chr5	149955838	149955839	+	chr5:149955833..149955859,+	antisense	ENSMUSG00000107388.1	no cage activity	0.13	no cage activity	0.03	False	mouse	human	human__no_CAGE:mouse__antisense	h.2677	m.2489	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr5	179223108	179223109	-	no cage activity	no cage activity	no cage activity	True	False	chr11	50050394	50050395	+	chr11:50050389..50050419,+	antisense	ENSMUSG00000097887.1	no cage activity	0.45	no cage activity	0.41625	False	mouse	human	human__no_CAGE:mouse__antisense	h.2678	m.2490	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr20	39969413	39969414	-	no cage activity	no cage activity	no cage activity	True	False	chr2	160713776	160713777	-	chr2:160713771..160713779,-	antisense	ENSMUSG00000085303.3	no cage activity	0.06	no cage activity	0.1375	False	mouse	human	human__no_CAGE:mouse__antisense	h.2679	m.2491	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr2	174828693	174828694	+	no cage activity	no cage activity	no cage activity	True	False	chr2	72817165	72817166	+	chr2:72817148..72817191,+	antisense_upep	ENSMUSG00000063714.15	no cage activity	3.78	no cage activity	0.7675	False	mouse	human	human__no_CAGE:mouse__antisense	h.2680	m.2492	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr11	64374828	64374829	+	no cage activity	no cage activity	no cage activity	True	False	chr19	6531986	6531987	-	chr19:6531979..6531994,-	antisense_upep	ENSMUSG00000052188.6	no cage activity	0.29	no cage activity	0.0825	False	mouse	human	human__no_CAGE:mouse__antisense	h.2681	m.2493	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr16	68268494	68268495	+	no cage activity	no cage activity	no cage activity	True	False	chr8	108659314	108659315	+	chr8:108659301..108659331,+	antisense	ENSMUSG00000086390.7	no cage activity	1.24	no cage activity	0.555	False	mouse	human	human__no_CAGE:mouse__antisense	h.2683	m.2495	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr19	46393827	46393828	+	no cage activity	no cage activity	no cage activity	True	False	chr7	19586570	19586571	-	chr7:19586533..19586588,-	antisense	ENSMUSG00000086533.2	no cage activity	2.08	no cage activity	0.70125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2684	m.2496	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr1	44926556	44926557	-	no cage activity	no cage activity	no cage activity	True	False	chr4	117118406	117118407	+	chr4:117118403..117118419,+	antisense	ENSMUSG00000086876.1	no cage activity	0.05	no cage activity	0.05125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2685	m.2497	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr10	126673769	126673770	-	no cage activity	no cage activity	no cage activity	True	False	chr7	140175840	140175841	-	chr7:140175839..140175843,-	antisense	ENSMUSG00000085663.1	no cage activity	0.46	no cage activity	0.63875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2686	m.2498	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr6	78172496	78172497	+	no cage activity	no cage activity	no cage activity	True	False	chr9	81525547	81525548	+	chr9:81525536..81525555,+	antisense_upep	ENSMUSG00000097466.8	no cage activity	0.66	no cage activity	0.03125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2687	m.2499	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr1	154976625	154976626	-	no cage activity	no cage activity	no cage activity	True	False	chr3	89195764	89195765	+	chr3:89195746..89195792,+	antisense_upep	ENSMUSG00000074466.12	no cage activity	0.71	no cage activity	0.39125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2689	m.2501	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr16	70681072	70681073	-	no cage activity	no cage activity	no cage activity	True	False	chr8	113278900	113278901	+	chr8:113278889..113278904,+	antisense	ENSMUSG00000090039.1	no cage activity	0.09	no cage activity	0.67125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2690	m.2502	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr7	143079724	143079725	-	no cage activity	no cage activity	no cage activity	True	False	chr6	42301307	42301308	-	chr6:42301304..42301321,-	antisense_upep	ENSMUSG00000108033.1	no cage activity	0.22	no cage activity	0.03	False	mouse	human	human__no_CAGE:mouse__antisense	h.2691	m.2503	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr20	48100211	48100212	+	no cage activity	no cage activity	no cage activity	True	False	chr2	167015185	167015186	+	chr2:167015179..167015193,+	antisense	ENSMUSG00000085151.7	no cage activity	0.26	no cage activity	0.1175	False	mouse	human	human__no_CAGE:mouse__antisense	h.2692	m.2504	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr19	39341001	39341002	+	no cage activity	no cage activity	no cage activity	True	False	chr7	29595527	29595528	-	chr7:29595513..29595541,-	antisense_upep	ENSMUSG00000109420.1	no cage activity	1.01	no cage activity	2.4025	False	mouse	human	human__no_CAGE:mouse__antisense	h.2695	m.2507	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr1	44926339	44926340	-	no cage activity	no cage activity	no cage activity	True	False	chr4	117118588	117118589	+	chr4:117118588..117118592,+	antisense	ENSMUSG00000086876.1	no cage activity	0.56	no cage activity	0.0325	False	mouse	human	human__no_CAGE:mouse__antisense	h.2698	m.2510	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr7	97911855	97911856	-	no cage activity	no cage activity	no cage activity	True	False	chr5	145016857	145016858	-	chr5:145016832..145016871,-	antisense	ENSMUSG00000087484.1	no cage activity	0.63	no cage activity	0.14875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2701	m.2513	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr7	77326539	77326540	-	no cage activity	no cage activity	no cage activity	True	False	chr5	20457005	20457006	+	chr5:20456989..20457013,+	antisense	ENSMUSG00000101013.1	no cage activity	0.12	no cage activity	0.04875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2702	m.2514	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr5	127075949	127075950	-	no cage activity	no cage activity	no cage activity	True	False	chr18	57712039	57712040	-	chr18:57712022..57712069,-	antisense	ENSMUSG00000086607.7	no cage activity	0.37	no cage activity	0.09375	False	mouse	human	human__no_CAGE:mouse__antisense	h.2703	m.2515	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr6	33281149	33281150	+	no cage activity	no cage activity	no cage activity	True	False	chr17	34057297	34057298	-	chr17:34057288..34057317,-	antisense	ENSMUSG00000101438.1	no cage activity	1.94	no cage activity	1.215	False	mouse	human	human__no_CAGE:mouse__antisense	h.2704	m.2516	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr19	46393875	46393876	+	no cage activity	no cage activity	no cage activity	True	False	chr7	19586514	19586515	-	chr7:19586509..19586523,-	antisense	ENSMUSG00000086533.2	no cage activity	0.23	no cage activity	0.13625	False	mouse	human	human__no_CAGE:mouse__antisense	h.2705	m.2517	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr4	140004268	140004269	+	no cage activity	no cage activity	no cage activity	True	False	chr3	51080192	51080193	+	chr3:51080179..51080196,+	antisense_upep	ENSMUSG00000087440.2	no cage activity	0.43	no cage activity	0.05875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2706	m.2518	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr20	51874545	51874546	-	no cage activity	no cage activity	no cage activity	True	False	chr2	169713537	169713538	-	chr2:169713523..169713540,-	antisense_upep	ENSMUSG00000096972.7	no cage activity	0.03	no cage activity	0.50625	False	mouse	human	human__no_CAGE:mouse__antisense	h.2707	m.2519	no CAGE activity	other lncRNA	no CAGE activity	lncRNA
chr11	64374797	64374798	+	no cage activity	no cage activity	no cage activity	True	False	chr19	6532017	6532018	-	chr19:6532012..6532023,-	antisense_upep	ENSMUSG00000052188.6	no cage activity	0.08	no cage activity	0.03125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2709	m.2521	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr9	99329274	99329276	+	no cage activity	no cage activity	no cage activity	True	False	chr13	64349964	64349966	+	chr13:64349957..64349983,+	antisense	ENSMUSG00000097101.2	no cage activity	1.4	no cage activity	0.06625	False	mouse	human	human__no_CAGE:mouse__antisense	h.2710	m.2522	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr19	55672199	55672200	+	no cage activity	no cage activity	no cage activity	True	False	chr7	4478201	4478202	+	chr7:4478194..4478208,+	antisense_upep	ENSMUSG00000085725.2	no cage activity	0.12	no cage activity	0.10875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2711	m.2523	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr10	32635373	32635374	+	no cage activity	no cage activity	no cage activity	True	False	chr18	6490140	6490141	+	chr18:6490132..6490163,+	antisense_upep	ENSMUSG00000101320.1	no cage activity	2.94	no cage activity	1.13875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2712	m.2524	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr9	35675878	35675879	-	no cage activity	no cage activity	no cage activity	True	False	chr4	43521595	43521596	-	chr4:43521586..43521606,-	antisense_upep	ENSMUSG00000087142.7	no cage activity	0.54	no cage activity	0.09875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2713	m.2525	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr10	76995361	76995362	+	no cage activity	no cage activity	no cage activity	True	False	chr14	22667750	22667751	+	chr14:22667732..22667767,+	antisense_upep	ENSMUSG00000090564.8	no cage activity	0.72	no cage activity	0.08125	False	mouse	human	human__no_CAGE:mouse__antisense	h.2714	m.2526	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr16	68268525	68268526	+	no cage activity	no cage activity	no cage activity	True	False	chr8	108659345	108659346	+	chr8:108659335..108659357,+	antisense	ENSMUSG00000086390.7	no cage activity	0.52	no cage activity	0.1825	False	mouse	human	human__no_CAGE:mouse__antisense	h.2715	m.2527	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr19	42721394	42721395	+	no cage activity	no cage activity	no cage activity	True	False	chr7	26004386	26004387	+	chr7:26004359..26004397,+	antisense	ENSMUSG00000108523.1	no cage activity	0.18	no cage activity	0.04875	False	mouse	human	human__no_CAGE:mouse__antisense	h.2717	m.2529	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr8	37720414	37720415	+	no cage activity	no cage activity	no cage activity	True	False	chr8	28253649	28253650	+	chr8:28253641..28253653,+	antisense_upep	ENSMUSG00000097262.2	no cage activity	0.06	no cage activity	0.0325	False	mouse	human	human__no_CAGE:mouse__antisense	h.2718	m.2530	reclassified - CAGE peak	other lncRNA	reclassified - CAGE peak	lncRNA
chr11	64546658	64546659	+	no cage activity	no cage activity	no cage activity	True	False	chr19	6363358	6363359	-	chr19:6363340..6363429,-	div_lnc	ENSMUSG00000079467.8	no cage activity	1.65	no cage activity	0.32	False	mouse	human	human__no_CAGE:mouse__divergent	h.2721	m.2533	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr2	26101609	26101610	+	no cage activity	no cage activity	no cage activity	True	False	chr12	3426641	3426642	-	chr12:3426630..3426664,-	div_lnc	ENSMUSG00000071456.6	no cage activity	1.89	no cage activity	5.71875	False	mouse	human	human__no_CAGE:mouse__divergent	h.2722	m.2534	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr10	70715863	70715864	-	no cage activity	no cage activity	no cage activity	True	False	chr10	62065088	62065089	+	chr10:62065079..62065116,+	div_lnc	ENSMUSG00000112347.1	no cage activity	0.85	no cage activity	1.6525	False	mouse	human	human__no_CAGE:mouse__divergent	h.2725	m.2537	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr9	35116189	35116190	+	no cage activity	no cage activity	no cage activity	True	False	chr4	43058903	43058904	+	chr4:43058886..43058915,+	div_lnc	ENSMUSG00000096974.2	no cage activity	0.89	no cage activity	1.1575	False	mouse	human	human__no_CAGE:mouse__divergent	h.2726	m.2538	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr2	67624367	67624368	-	no cage activity	no cage activity	no cage activity	True	False	chr11	17853976	17853977	+	chr11:17853971..17853983,+	div_lnc	ENSMUSG00000086468.1	no cage activity	0.34	no cage activity	0.24	False	mouse	human	human__no_CAGE:mouse__divergent	h.2727	m.2539	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr4	24586343	24586344	+	no cage activity	no cage activity	no cage activity	True	False	chr5	52581922	52581923	+	chr5:52581889..52581943,+	div_lnc	ENSMUSG00000097145.5	no cage activity	4.17	no cage activity	7.6925	False	mouse	human	human__no_CAGE:mouse__divergent	h.2729	m.2541	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr6	57182356	57182357	-	no cage activity	no cage activity	no cage activity	True	False	chr1	33726713	33726714	+	chr1:33726706..33726725,+	div_lnc	ENSMUSG00000103746.1	no cage activity	0.39	no cage activity	0.1725	False	mouse	human	human__no_CAGE:mouse__divergent	h.2732	m.2544	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr1	151042975	151042976	-	no cage activity	no cage activity	no cage activity	True	False	chr3	95021935	95021936	+	chr3:95021922..95021981,+	div_lnc	ENSMUSG00000097167.1	no cage activity	1.22	no cage activity	3.7925	False	mouse	human	human__no_CAGE:mouse__divergent	h.2733	m.2545	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr11	43380408	43380409	-	no cage activity	no cage activity	no cage activity	True	False	chr2	94246911	94246912	+	chr2:94246876..94246919,+	div_lnc	ENSMUSG00000045464.5	no cage activity	3.0	no cage activity	3.07125	False	mouse	human	human__no_CAGE:mouse__divergent	h.2734	m.2546	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr1	218458559	218458560	-	no cage activity	no cage activity	no cage activity	True	False	chr1	188573267	188573268	+	chr1:188573247..188573294,+	div_lnc	ENSMUSG00000097784.1	no cage activity	1.62	no cage activity	1.47875	False	mouse	human	human__no_CAGE:mouse__divergent	h.2736	m.2548	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr5	118324431	118324432	+	no cage activity	no cage activity	no cage activity	True	False	chr18	49915394	49915395	+	chr18:49915387..49915405,+	div_lnc	ENSMUSG00000087020.1	no cage activity	0.55	no cage activity	0.48875	False	mouse	human	human__no_CAGE:mouse__divergent	h.2737	m.2549	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr9	132817021	132817022	-	no cage activity	no cage activity	no cage activity	True	False	chr2	31008688	31008689	-	chr2:31008686..31008692,-	div_lnc	ENSMUSG00000087269.1	no cage activity	0.11	no cage activity	0.08	False	mouse	human	human__no_CAGE:mouse__divergent	h.2741	m.2553	no CAGE activity	div. lncRNA	no CAGE activity	lncRNA
chr2	220299254	220299255	-	no cage activity	no cage activity	no cage activity	True	False	chr1	75371580	75371581	-	chr1:75371577..75371606,-	div_lnc	ENSMUSG00000085653.7	no cage activity	0.13	no cage activity	0.0775	False	mouse	human	human__no_CAGE:mouse__divergent	h.2742	m.2554	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr4	100814893	100814894	+	no cage activity	no cage activity	no cage activity	True	False	chr3	137582047	137582048	-	chr3:137582044..137582050,-	div_lnc	ENSMUSG00000104675.1	no cage activity	0.17	no cage activity	0.1125	False	mouse	human	human__no_CAGE:mouse__divergent	h.2743	m.2555	no CAGE activity	div. lncRNA	no CAGE activity	lncRNA
chr1	185285517	185285518	+	no cage activity	no cage activity	no cage activity	True	False	chr1	153192345	153192346	-	chr1:153192338..153192352,-	div_lnc	ENSMUSG00000100954.4	no cage activity	0.3	no cage activity	0.1975	False	mouse	human	human__no_CAGE:mouse__divergent	h.2744	m.2556	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr11	65101158	65101159	-	no cage activity	no cage activity	no cage activity	True	False	chr19	5912953	5912954	+	chr19:5912952..5912954,+	div_lnc	ENSMUSG00000110156.1	no cage activity	0.39	no cage activity	0.56625	False	mouse	human	human__no_CAGE:mouse__divergent	h.2745	m.2557	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr17	21116967	21116968	+	no cage activity	no cage activity	no cage activity	True	False	chr11	60691868	60691869	+	chr11:60691863..60691877,+	div_lnc	ENSMUSG00000097747.1	no cage activity	0.29	no cage activity	0.06625	False	mouse	human	human__no_CAGE:mouse__divergent	h.2746	m.2558	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr14	70233656	70233657	-	no cage activity	no cage activity	no cage activity	True	False	chr12	82046330	82046331	-	chr12:82046325..82046341,-	div_lnc	ENSMUSG00000112880.1	no cage activity	0.36	no cage activity	0.48375	False	mouse	human	human__no_CAGE:mouse__divergent	h.2747	m.2559	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr17	37793259	37793260	-	no cage activity	no cage activity	no cage activity	True	False	chr11	98219556	98219557	-	chr11:98219550..98219567,-	div_lnc	ENSMUSG00000085944.1	no cage activity	0.85	no cage activity	0.30625	False	mouse	human	human__no_CAGE:mouse__divergent	h.2750	m.2562	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr3	129035203	129035204	+	no cage activity	no cage activity	no cage activity	True	False	chr6	87931705	87931706	+	chr6:87931698..87931711,+	div_lnc	ENSMUSG00000084950.7	no cage activity	0.23	no cage activity	0.09375	False	mouse	human	human__no_CAGE:mouse__divergent	h.2751	m.2563	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr12	69753808	69753809	-	no cage activity	no cage activity	no cage activity	True	False	chr10	116661308	116661309	+	chr10:116661302..116661324,+	div_lnc	ENSMUSG00000112462.1	no cage activity	0.6	no cage activity	0.78	False	mouse	human	human__no_CAGE:mouse__divergent	h.2754	m.2566	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr11	17229659	17229660	+	no cage activity	no cage activity	no cage activity	True	False	chr7	123587090	123587091	+	chr7:123587083..123587107,+	div_lnc	ENSMUSG00000108461.1	no cage activity	0.61	no cage activity	0.14125	False	mouse	human	human__no_CAGE:mouse__divergent	h.2755	m.2567	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr9	27575124	27575125	+	no cage activity	no cage activity	no cage activity	True	False	chr4	35174122	35174123	+	chr4:35174120..35174124,+	div_lnc	ENSMUSG00000084828.1	no cage activity	0.49	no cage activity	0.41125	False	mouse	human	human__no_CAGE:mouse__divergent	h.2756	m.2568	no CAGE activity	div. lncRNA	no CAGE activity	lncRNA
chr5	141303307	141303308	-	no cage activity	no cage activity	no cage activity	True	False	chr18	38409833	38409834	-	chr18:38409811..38409866,-	div_lnc	ENSMUSG00000097080.7	no cage activity	5.52	no cage activity	5.54	False	mouse	human	human__no_CAGE:mouse__divergent	h.2758	m.2570	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr19	48949148	48949149	-	no cage activity	no cage activity	no cage activity	True	False	chr7	53086264	53086265	+	chr7:53086259..53086271,+	div_lnc	ENSMUSG00000110020.1	no cage activity	0.17	no cage activity	0.06125	False	mouse	human	human__no_CAGE:mouse__divergent	h.2760	m.2572	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr12	57040128	57040129	+	no cage activity	no cage activity	no cage activity	True	False	chr10	127520030	127520031	-	chr10:127520024..127520037,-	div_lnc	ENSMUSG00000111947.1	no cage activity	0.19	no cage activity	0.1475	False	mouse	human	human__no_CAGE:mouse__divergent	h.2761	m.2573	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
chr17	33307381	33307382	-	no cage activity	no cage activity	no cage activity	True	False	chr11	82594548	82594549	-	chr11:82594541..82594584,-	div_lnc	ENSMUSG00000085175.7	no cage activity	2.85	no cage activity	1.91875	False	mouse	human	human__no_CAGE:mouse__divergent	h.2762	m.2574	reclassified - CAGE peak	div. lncRNA	reclassified - CAGE peak	lncRNA
